"sp_name","esthe_score","file_name","copyright"
"Ctenogobiops_aurocingulus","1273.5017","Ctenogobiops_aurocingulus_A_1","YES"
"Ctenogobiops_crocineus","1327.7229","Ctenogobiops_crocineus_A_1","YES"
"Ctenogobiops_feroculus","1316.0583","Ctenogobiops_feroculus_A_1","NO"
"Ctenogobiops_maculosus","1349.2954","Ctenogobiops_maculosus_A_1","NO"
"Ctenogobiops_mitodes","1291.5093","Ctenogobiops_mitodes_A_1","YES"
"Ctenogobiops_pomastictus","1258.8838","Ctenogobiops_pomastictus_A_2","YES"
"Ctenogobiops_tangaroai","1439.9713","Ctenogobiops_tangaroai_A_2","YES"
"Ctenolabrus_rupestris","1253.4437","Ctenolabrus_rupestris_A_2","YES"
"Cybiosarda_elegans","1312.2148","Cybiosarda_elegans_A_1","YES"
"Cyclichthys_orbicularis","1427.3381","Cyclichthys_orbicularis_A_2","YES"
"Cymatoceps_nasutus","1385.8914","Cymatoceps_nasutus_A_2","NO"
"Cymatogaster_aggregata","1262.8911","Cymatogaster_aggregata_A_1","NO"
"Cymbacephalus_beauforti","1277.0721","Cymbacephalus_beauforti_A_2","YES"
"Cypho_purpurascens","1599.4272","Cypho_purpurascens_M_1","YES"
"Cypho_zaps","1524.2233","Cypho_zaps_M_1","YES"
"Cyprinocirrhites_polyactis","1439.281","Cyprinocirrhites_polyactis_A_1","YES"
"Dactylophora_nigricans","1277.4574","Dactylophora_nigricans_A_4","YES"
"Dactylopus_dactylopus","1464.2546","Dactylopus_dactylopus_A_2","YES"
"Daector_reticulata","1302.5336","Daector_reticulata_A_1","YES"
"Daector_schmitti","1387.5432","Daector_schmitti_A_1","NO"
"Dascyllus_albisella","1563.3616","Dascyllus_albisella_J_1","YES"
"Dascyllus_aruanus","1672.289","Dascyllus_aruanus_A_1","NO"
"Dascyllus_carneus","1647.8154","Dascyllus_carneus_A_1","NO"
"Dascyllus_flavicaudus","1727.7822","Dascyllus_flavicaudus_J_1","YES"
"Dascyllus_marginatus","1525.0277","Dascyllus_marginatus_A_1","YES"
"Dascyllus_melanurus","1650.104","Dascyllus_melanurus_A_1","YES"
"Dascyllus_reticulatus","1499.2355","Dascyllus_reticulatus_A_1","YES"
"Dascyllus_strasburgi","1447.8727","Dascyllus_strasburgi_A_1","YES"
"Dascyllus_trimaculatus","1766.6998","Dascyllus_trimaculatus_J_1","NO"
"Decapterus_koheru","1283.4854","Decapterus_koheru_A_1","YES"
"Decapterus_macarellus","1191.333","Decapterus_macarellus_A_1","NO"
"Decapterus_muroadsi","1205.3492","Decapterus_muroadsi_A_2","YES"
"Decapterus_punctatus","1204.082","Decapterus_punctatus_A_2","NO"
"Dellichthys_morelandi","1474.5162","Dellichthys_morelandi_A_1","NO"
"Dendrochirus_barberi","1648.7328","Dendrochirus_barberi_A_1","YES"
"Dendrochirus_zebra","1781.51","Dendrochirus_zebra_A_2","YES"
"Dentex_dentex","1280.4333","Dentex_dentex_A_2","NO"
"Dermatolepis_dermatolepis","1669.2161","Dermatolepis_dermatolepis_J_1","YES"
"Diademichthys_lineatus","1483.4409","Diademichthys_lineatus_A_2","YES"
"Diagramma_labiosum","1541.9493","Diagramma_labiosum_J_1","YES"
"Diagramma_melanacrum","1428.035","Diagramma_melanacrum_A_3","NO"
"Dialommus_fuscus","1352.4775","Dialommus_fuscus_A_3","YES"
"Dicentrarchus_labrax","1200.6089","Dicentrarchus_labrax_A_2","NO"
"Dicentrarchus_punctatus","1245.9229","Dicentrarchus_punctatus_A_2","NO"
"Dichistius_capensis","1236.5197","Dichistius_capensis_A_1","NO"
"Dicotylichthys_punctulatus","1421.2706","Dicotylichthys_punctulatus_A_2","YES"
"Didogobius_amicuscaridis","1350.4763","Didogobius_amicuscaridis_A_1","YES"
"Dinolestes_lewini","1195.0391","Dinolestes_lewini_A_3","YES"
"Diodon_holocanthus","1495.9473","Diodon_holocanthus_A_2","YES"
"Diodon_hystrix","1477.8584","Diodon_hystrix_A_2","NO"
"Diodon_liturosus","1574.5275","Diodon_liturosus_A_1","NO"
"Diodon_nicthemerus","1588.0167","Diodon_nicthemerus_A_1","YES"
"Diplodus_annularis","1385.12","Diplodus_annularis_J_1","YES"
"Diplodus_argenteus","1284.8044","Diplodus_argenteus_A_1","YES"
"Diplodus_capensis","1254.6116","Diplodus_capensis_A_1","YES"
"Diplodus_cervinus","1354.4839","Diplodus_cervinus_A_1","YES"
"Diplodus_puntazzo","1244.285","Diplodus_puntazzo_A_3","NO"
"Diplodus_sargus","1303.6282","Diplodus_sargus_A_1","YES"
"Diplodus_vulgaris","1382.5284","Diplodus_vulgaris_A_3","YES"
"Diplogrammus_goramensis","1448.7642","Diplogrammus_goramensis_A_1","YES"
"Diplogrammus_xenicus","1346.7904","Diplogrammus_xenicus_A_1","YES"
"Diploprion_bifasciatum","1562.479","Diploprion_bifasciatum_A_3","NO"
"Diproctacanthus_xanthurus","1424.3364","Diproctacanthus_xanthurus_A_1","YES"
"Dipterygonotus_balteatus","1277.5616","Dipterygonotus_balteatus_A_1","YES"
"Dischistodus_chrysopoecilus","1352.2087","Dischistodus_chrysopoecilus_A_1","YES"
"Dischistodus_darwiniensis","1513.4353","Dischistodus_darwiniensis_A_2","YES"
"Dischistodus_melanotus","1474.1152","Dischistodus_melanotus_A_1","YES"
"Dischistodus_perspicillatus","1490.0355","Dischistodus_perspicillatus_J_1","YES"
"Dischistodus_prosopotaenia","1520.9667","Dischistodus_prosopotaenia_J_2","YES"
"Dischistodus_pseudochrysopoecilus","1483.944","Dischistodus_pseudochrysopoecilus_J_1","YES"
"Doratonotus_megalepis","1463.4819","Doratonotus_megalepis_A_2","NO"
"Dotalabrus_alleni","1620.6047","Dotalabrus_alleni_A_2","YES"
"Dotalabrus_aurantiacus","1394.1685","Dotalabrus_aurantiacus_M_1","YES"
"Dules_auriga","1357.6793","Dules_auriga_A_1","YES"
"Echeneis_naucrates","1475.177","Echeneis_naucrates_A_1","YES"
"Echeneis_neucratoides","1394.817","Echeneis_neucratoides_A_1","YES"
"Echidna_nebulosa","1400.3358","Echidna_nebulosa_A_2","NO"
"Echidna_nocturna","1426.8721","Echidna_nocturna_A_1","NO"
"Ecsenius_aequalis","1287.1344","Ecsenius_aequalis_A_3","YES"
"Ecsenius_alleni","1358.6238","Ecsenius_alleni_A_1","YES"
"Ecsenius_bandanus","1428.3292","Ecsenius_bandanus_A_1","YES"
"Ecsenius_bathi","1420.4514","Ecsenius_bathi_A_1","YES"
"Ecsenius_bicolor","1439.082","Ecsenius_bicolor_A_1","NO"
"Ecsenius_fijiensis","1368.4851","Ecsenius_fijiensis_A_1","YES"
"Ecsenius_fourmanoiri","1518.5874","Ecsenius_fourmanoiri_A_1","YES"
"Ecsenius_frontalis","1380.8871","Ecsenius_frontalis_A_1","YES"
"Ecsenius_gravieri","1361.9746","Ecsenius_gravieri_A_1","YES"
"Ecsenius_kurti","1411.134","Ecsenius_kurti_A_1","NO"
"Ecsenius_lineatus","1412.5164","Ecsenius_lineatus_A_1","YES"
"Ecsenius_lividanalis","1482.9524","Ecsenius_lividanalis_A_2","YES"
"Ecsenius_midas","1478.8716","Ecsenius_midas_A_2","YES"
"Ecsenius_minutus","1372.6516","Ecsenius_minutus_A_1","YES"
"Ecsenius_nalolo","1411.651","Ecsenius_nalolo_A_2","NO"
"Ecsenius_namiyei","1373.6101","Ecsenius_namiyei_A_1","YES"
"Ecsenius_oculatus","1477.9531","Ecsenius_oculatus_J_1","YES"
"Ecsenius_prooculis","1472.9822","Ecsenius_prooculis_A_2","YES"
"Ecsenius_randalli","1294.5015","Ecsenius_randalli_A_2","YES"
"Ecsenius_schroederi","1435.003","Ecsenius_schroederi_A_1","YES"
"Ecsenius_stictus","1353.7325","Ecsenius_stictus_A_2","YES"
"Ecsenius_stigmatura","1553.5426","Ecsenius_stigmatura_A_2","YES"
"Ecsenius_tigris","1360.0486","Ecsenius_tigris_A_1","NO"
"Ecsenius_tricolor","1444.9099","Ecsenius_tricolor_A_1","NO"
"Ecsenius_trilineatus","1345.5989","Ecsenius_trilineatus_A_1","YES"
"Ecsenius_yaeyamaensis","1345.8213","Ecsenius_yaeyamaensis_A_1","NO"
"Ekemblemaria_myersi","1378.0698","Ekemblemaria_myersi_A_2","YES"
"Elacatinus_atronasus","1453.0911","Elacatinus_atronasus_A_1","NO"
"Elacatinus_cayman","1365.4236","Elacatinus_cayman_A_1","NO"
"Elacatinus_centralis","1280.357","Elacatinus_centralis_A_1","YES"
"Elacatinus_evelynae","1485.7678","Elacatinus_evelynae_A_3","YES"
"Elacatinus_figaro","1549.9377","Elacatinus_figaro_A_2","YES"
"Elacatinus_genie","1525.4026","Elacatinus_genie_A_1","YES"
"Elacatinus_horsti","1277.346","Elacatinus_horsti_A_1","YES"
"Elacatinus_jarocho","1435.8105","Elacatinus_jarocho_A_1","YES"
"Elacatinus_oceanops","1515.3091","Elacatinus_oceanops_A_1","YES"
"Elacatinus_prochilos","1363.6567","Elacatinus_prochilos_A_1","NO"
"Elacatinus_puncticulatus","1442.7319","Elacatinus_puncticulatus_A_2","YES"
"Elacatinus_randalli","1437.1699","Elacatinus_randalli_A_2","YES"
"Elacatinus_xanthiprora","1472.7876","Elacatinus_xanthiprora_A_3","YES"
"Elagatis_bipinnulata","1243.2886","Elagatis_bipinnulata_A_2","NO"
"Eleotrica_cableae","1399.824","Eleotrica_cableae_A_1","YES"
"Elops_affinis","1162.9142","Elops_affinis_A_1","YES"
"Embiotoca_jacksoni","1385.7578","Embiotoca_jacksoni_A_2","NO"
"Embiotoca_lateralis","1371.8718","Embiotoca_lateralis_A_2","NO"
"Emblemariopsis_pricei","1364.2563","Emblemariopsis_pricei_A_2","YES"
"Emblemariopsis_signifer","1339.5027","Emblemariopsis_signifer_A_1","YES"
"Enchelycore_lichenosa","1425.9119","Enchelycore_lichenosa_A_2","NO"
"Enchelycore_ramosa","1412.0658","Enchelycore_ramosa_A_1","YES"
"Engraulis_australis","1165.5994","Engraulis_australis_A_3","YES"
"Enneanectes_carminalis","1441.5167","Enneanectes_carminalis_A_2","YES"
"Enneanectes_smithi","1383.9808","Enneanectes_smithi_A_2","YES"
"Enneapterygius_atrogulare","1509.4597","Enneapterygius_atrogulare_M_2","YES"
"Enneapterygius_hemimelas","1437.3185","Enneapterygius_hemimelas_M_1","YES"
"Enneapterygius_kermadecensis","1348.1613","Enneapterygius_kermadecensis_A_1","NO"
"Enneapterygius_larsonae","1536.8147","Enneapterygius_larsonae_M_1","YES"
"Enneapterygius_mirabilis","1317.0034","Enneapterygius_mirabilis_A_2","YES"
"Enneapterygius_rufopileus","1447.3501","Enneapterygius_rufopileus_M_1","YES"
"Enneapterygius_similis","1517.1293","Enneapterygius_similis_M_1","YES"
"Enophrys_diceraus","1273.447","Enophrys_diceraus_A_1","NO"
"Enoplosus_armatus","1765.3384","Enoplosus_armatus_A_2","YES"
"Entomacrodus_chapmani","1313.0009","Entomacrodus_chapmani_A_1","YES"
"Entomacrodus_solus","1265.5283","Entomacrodus_solus_A_1","YES"
"Eocallionymus_papilio","1429.402","Eocallionymus_papilio_A_1","YES"
"Epibulus_brevis","1414.6681","Epibulus_brevis_J_1","YES"
"Epibulus_insidiator","1631.6525","Epibulus_insidiator_F_1","YES"
"Epinephelides_armatus","1410.5388","Epinephelides_armatus_A_1","YES"
"Epinephelus_adscensionis","1522.6919","Epinephelus_adscensionis_A_1","YES"
"Epinephelus_akaara","1609.6567","Epinephelus_akaara_A_1","NO"
"Epinephelus_albomarginatus","1316.709","Epinephelus_albomarginatus_A_1","YES"
"Epinephelus_analogus","1377.2101","Epinephelus_analogus_A_1","YES"
"Epinephelus_areolatus","1483.201","Epinephelus_areolatus_A_2","YES"
"Epinephelus_bilobatus","1343.6523","Epinephelus_bilobatus_A_1","YES"
"Epinephelus_bleekeri","1371.4236","Epinephelus_bleekeri_A_1","YES"
"Epinephelus_bruneus","1127.4019","Epinephelus_bruneus_A_1","YES"
"Epinephelus_coeruleopunctatus","1371.959","Epinephelus_coeruleopunctatus_A_1","NO"
"Epinephelus_coioides","1544.2571","Epinephelus_coioides_A_1","YES"
"Epinephelus_corallicola","1376.9229","Epinephelus_corallicola_A_1","YES"
"Epinephelus_costae","1426.4421","Epinephelus_costae_A_2","NO"
"Epinephelus_cyanopodus","1573.786","Epinephelus_cyanopodus_A_1","YES"
"Epinephelus_daemelii","1194.9419","Epinephelus_daemelii_A_1","YES"
"Epinephelus_fasciatus","1616.6797","Epinephelus_fasciatus_A_1","YES"
"Epinephelus_fuscoguttatus","1401.6797","Epinephelus_fuscoguttatus_A_2","NO"
"Epinephelus_guttatus","1507.7952","Epinephelus_guttatus_A_1","NO"
"Epinephelus_hexagonatus","1526.3","Epinephelus_hexagonatus_A_1","YES"
"Epinephelus_irroratus","1386.625","Epinephelus_irroratus_A_1","NO"
"Epinephelus_itajara","1415.225","Epinephelus_itajara_A_1","NO"
"Epinephelus_labriformis","1495.297","Epinephelus_labriformis_A_1","NO"
"Epinephelus_lanceolatus","1336.8713","Epinephelus_lanceolatus_A_2","NO"
"Epinephelus_longispinis","1316.5403","Epinephelus_longispinis_A_1","YES"
"Epinephelus_macrospilos","1673.699","Epinephelus_macrospilos_A_1","YES"
"Epinephelus_maculatus","1536.1913","Epinephelus_maculatus_A_1","NO"
"Epinephelus_malabaricus","1380.901","Epinephelus_malabaricus_A_1","YES"
"Epinephelus_marginatus","1527.7795","Epinephelus_marginatus_J_1","YES"
"Epinephelus_melanostigma","1489.2422","Epinephelus_melanostigma_A_1","YES"
"Epinephelus_merra","1622.4377","Epinephelus_merra_A_1","YES"
"Epinephelus_morio","1384.1521","Epinephelus_morio_A_1","YES"
"Epinephelus_multinotatus","1392.1415","Epinephelus_multinotatus_A_1","YES"
"Epinephelus_ongus","1859.2363","Epinephelus_ongus_J_1","YES"
"Epinephelus_polyphekadion","1423.8374","Epinephelus_polyphekadion_A_1","YES"
"Epinephelus_quoyanus","1623.6199","Epinephelus_quoyanus_A_1","YES"
"Epinephelus_rivulatus","1250.9783","Epinephelus_rivulatus_A_1","YES"
"Epinephelus_socialis","1454.0217","Epinephelus_socialis_A_2","YES"
"Epinephelus_spilotoceps","1433.0261","Epinephelus_spilotoceps_A_2","YES"
"Epinephelus_striatus","1417.1313","Epinephelus_striatus_A_1","NO"
"Epinephelus_tauvina","1405.4529","Epinephelus_tauvina_A_3","NO"
"Epinephelus_tukula","1580.0051","Epinephelus_tukula_A_1","YES"
"Epinephelus_undulatostriatus","1461.606","Epinephelus_undulatostriatus_A_2","YES"
"Equetus_punctatus","1570.644","Equetus_punctatus_J_1","YES"
"Eubalichthys_bucephalus","1394.207","Eubalichthys_bucephalus_A_2","YES"
"Eubalichthys_caeruleoguttatus","1466.854","Eubalichthys_caeruleoguttatus_M_1","YES"
"Eubalichthys_cyanoura","1483.9832","Eubalichthys_cyanoura_A_1","YES"
"Eubalichthys_gunnii","1713.5332","Eubalichthys_gunnii_J_2","YES"
"Eubalichthys_mosaicus","2056.1865","Eubalichthys_mosaicus_A_1","YES"
"Eucinostomus_dowii","1265.0427","Eucinostomus_dowii_A_1","YES"
"Eupetrichthys_angustipes","1470.3892","Eupetrichthys_angustipes_A_1","YES"
"Euthynnus_affinis","1186.6827","Euthynnus_affinis_A_1","YES"
"Euthynnus_lineatus","1233.2336","Euthynnus_lineatus_A_2","YES"
"Eutrigla_gurnardus","1227.2869","Eutrigla_gurnardus_A_2","YES"
"Eviota_albolineata","1487.819","Eviota_albolineata_A_1","NO"
"Eviota_atriventris","1529.0132","Eviota_atriventris_J_1","YES"
"Eviota_bifasciata","1376.7899","Eviota_bifasciata_A_1","NO"
"Eviota_bimaculata","1512.5474","Eviota_bimaculata_M_1","YES"
"Eviota_fasciola","1465.3578","Eviota_fasciola_A_1","YES"
"Eviota_guttata","1426.3021","Eviota_guttata_A_1","YES"
"Eviota_hoesei","1549.9495","Eviota_hoesei_A_2","YES"
"Eviota_lachdeberei","1341.0547","Eviota_lachdeberei_A_2","YES"
"Eviota_latifasciata","1383.1157","Eviota_latifasciata_A_1","YES"
"Eviota_melasma","1495.9429","Eviota_melasma_A_1","YES"
"Eviota_mikiae","1372.408","Eviota_mikiae_A_1","YES"
"Eviota_nigriventris","1430.1852","Eviota_nigriventris_A_1","NO"
"Eviota_pellucida","1465.9706","Eviota_pellucida_A_2","NO"
"Eviota_prasites","1377.8062","Eviota_prasites_A_1","YES"
"Eviota_raja","1470.6537","Eviota_raja_A_1","YES"
"Eviota_readerae","1445.884","Eviota_readerae_A_2","YES"
"Eviota_rubriceps","1287.7439","Eviota_rubriceps_A_1","YES"
"Eviota_sebreei","1384.8419","Eviota_sebreei_A_3","YES"
"Eviota_sigillata","1517.2161","Eviota_sigillata_A_1","YES"
"Eviota_storthynx","1350.1149","Eviota_storthynx_A_1","YES"
"Eviota_zebrina","1457.4829","Eviota_zebrina_A_1","YES"
"Evistias_acutirostris","1735.5626","Evistias_acutirostris_A_2","YES"
"Evynnis_cardinalis","1422.1206","Evynnis_cardinalis_A_2","YES"
"Exallias_brevis","1721.994","Exallias_brevis_A_2","NO"
"Exyrias_belissimus","1386.5815","Exyrias_belissimus_A_2","YES"
"Favonigobius_lateralis","1353.4265","Favonigobius_lateralis_A_4","NO"
"Foetorepus_calauropomus","1229.3784","Foetorepus_calauropomus_A_1","YES"
"Forcipiger_flavissimus","1663.1116","Forcipiger_flavissimus_A_2","NO"
"Forcipiger_longirostris","1713.07880275742","Forcipiger_longirostris_60","YES"
"Forsterygion_capito","1348.5132","Forsterygion_capito_A_1","YES"
"Forsterygion_flavonigrum","1478.4111","Forsterygion_flavonigrum_M_1","YES"
"Forsterygion_gymnotum","1416.3525","Forsterygion_gymnotum_A_1","YES"
"Forsterygion_lapillum","1352.3828","Forsterygion_lapillum_M_1","YES"
"Forsterygion_malcolmi","1382.301","Forsterygion_malcolmi_A_3","YES"
"Forsterygion_maryannae","1345.1409","Forsterygion_maryannae_A_1","YES"
"Forsterygion_varium","1448.5107","Forsterygion_varium_A_4","YES"
"Furcina_osimae","1376.0605","Furcina_osimae_A_1","YES"
"Fusigobius_duospilus","1332.3499","Fusigobius_duospilus_A_2","YES"
"Fusigobius_inframaculatus","1493.7554","Fusigobius_inframaculatus_M_1","YES"
"Fusigobius_melacron","1397.4507","Fusigobius_melacron_A_2","YES"
"Fusigobius_neophytus","1368.9292","Fusigobius_neophytus_A_2","NO"
"Fusigobius_signipinnis","1364.1451","Fusigobius_signipinnis_A_2","YES"
"Gadus_morhua","1327.4672","Gadus_morhua_A_2","NO"
"Gasterosteus_aculeatus","1263.6576","Gasterosteus_aculeatus_F_3","NO"
"Genicanthus_caudovittatus","1514.9775","Genicanthus_caudovittatus_M_1","YES"
"Genicanthus_lamarck","1592.8005","Genicanthus_lamarck_M_2","YES"
"Genicanthus_semicinctus","1683.8573","Genicanthus_semicinctus_M_1","YES"
"Genicanthus_watanabei","1698.9918","Genicanthus_watanabei_F_3","YES"
"Genypterus_tigerinus","1243.5654","Genypterus_tigerinus_A_2","YES"
"Gerres_cinereus","1222.4454","Gerres_cinereus_A_1","YES"
"Gerres_equulus","1178.018","Gerres_equulus_A_1","YES"
"Gerres_subfasciatus","1228.948","Gerres_subfasciatus_A_1","YES"
"Gillellus_chathamensis","1255.7827","Gillellus_chathamensis_A_1","YES"
"Girella_cyanea","1575.069","Girella_cyanea_A_1","YES"
"Girella_elevata","1286.2639","Girella_elevata_A_1","YES"
"Girella_fimbriata","1345.1228","Girella_fimbriata_A_1","YES"
"Girella_freminvillii","1314.3029","Girella_freminvillii_A_1","YES"
"Girella_nigricans","1497.1115","Girella_nigricans_A_2","YES"
"Girella_punctata","1319.1548","Girella_punctata_A_2","YES"
"Girella_simplicidens","1335.5737","Girella_simplicidens_A_1","NO"
"Girella_tephraeops","1253.699","Girella_tephraeops_A_1","YES"
"Girella_tricuspidata","1288.3148","Girella_tricuspidata_J_1","YES"
"Girella_zebra","1417.5122","Girella_zebra_A_3","YES"
"Glaucosoma_hebraicum","1575.0927","Glaucosoma_hebraicum_J_1","YES"
"Glaucosoma_magnificum","1446.773","Glaucosoma_magnificum_A_1","YES"
"Glaucosoma_scapulare","1222.8345","Glaucosoma_scapulare_A_1","YES"
"Glyptoparus_delicatulus","1282.3645","Glyptoparus_delicatulus_A_3","YES"
"Gnathanacanthus_goetzeei","1446.7649","Gnathanacanthus_goetzeei_A_1","YES"
"Gnathanodon_speciosus","1517.26","Gnathanodon_speciosus_J_1","YES"
"Gnathodentex_aureolineatus","1370.052","Gnathodentex_aureolineatus_A_1","YES"
"Gnatholepis_anjerensis","1316.0964","Gnatholepis_anjerensis_A_1","YES"
"Gnatholepis_cauerensis","1330.6725","Gnatholepis_cauerensis_A_2","YES"
"Gnatholepis_thompsoni","1349.9158","Gnatholepis_thompsoni_A_2","YES"
"Gobiesox_woodsi","1287.707","Gobiesox_woodsi_A_1","YES"
"Gobioclinus_dendriticus","1518.463","Gobioclinus_dendriticus_J_1","YES"
"Gobiodon_citrinus","1627.8162","Gobiodon_citrinus_A_2","NO"
"Gobiodon_heterospilos","1496.1814","Gobiodon_heterospilos_A_2","YES"
"Gobiodon_histrio","1603.8352","Gobiodon_histrio_A_2","YES"
"Gobiodon_okinawae","1543.925","Gobiodon_okinawae_A_2","NO"
"Gobiodon_quinquestrigatus","1456.96","Gobiodon_quinquestrigatus_A_1","YES"
"Gobiodon_spilophthalmus","1378.7188","Gobiodon_spilophthalmus_A_2","YES"
"Gobiosoma_hildebrandi","1249.1646","Gobiosoma_hildebrandi_F_2","YES"
"Gobiosoma_spilotum","1212.3715","Gobiosoma_spilotum_A_1","NO"
"Gobius_bucchichi","1324.7485","Gobius_bucchichi_A_1","YES"
"Gobius_cruentatus","1428.7263","Gobius_cruentatus_A_1","YES"
"Gobius_fallax","1380.9893","Gobius_fallax_A_1","NO"
"Gobius_niger","1354.4567","Gobius_niger_A_3","NO"
"Gobius_paganellus","1381.5092","Gobius_paganellus_A_4","NO"
"Gobius_tetrophthalmus","1338.0215","Gobius_tetrophthalmus_A_1","YES"
"Gobius_xanthocephalus","1458.7893","Gobius_xanthocephalus_A_1","YES"
"Gobiusculus_flavescens","1421.9017","Gobiusculus_flavescens_A_4","YES"
"Gomphosus_caeruleus","1575.5198","Gomphosus_caeruleus_M_2","NO"
"Gomphosus_varius","1593.9507","Gomphosus_varius_M_2","NO"
"Gorgasia_galzini","1401.3735","Gorgasia_galzini_A_1","YES"
"Gracila_albomarginata","1503.0759","Gracila_albomarginata_A_1","YES"
"Gramma_brasiliensis","1528.4526","Gramma_brasiliensis_A_1","YES"
"Gramma_loreto","1533.386","Gramma_loreto_A_2","YES"
"Grammatorcynus_bicarinatus","1187.7434","Grammatorcynus_bicarinatus_A_1","YES"
"Grammatorcynus_bilineatus","1250.747","Grammatorcynus_bilineatus_A_1","YES"
"Grammistes_sexlineatus","1708.6221","Grammistes_sexlineatus_A_2","YES"
"Gunnellichthys_monostigma","1382.9058","Gunnellichthys_monostigma_A_2","YES"
"Gymnocaesio_gymnoptera","1258.626","Gymnocaesio_gymnoptera_A_1","YES"
"Gymnocanthus_tricuspis","1320.5625","Gymnocanthus_tricuspis_A_1","YES"
"Gymnoclinus_cristulatus","1380.0195","Gymnoclinus_cristulatus_A_1","YES"
"Gymnocranius_audleyi","1286.7808","Gymnocranius_audleyi_A_1","YES"
"Gymnocranius_euanus","1380.1287","Gymnocranius_euanus_A_1","YES"
"Gymnocranius_microdon","1237.791","Gymnocranius_microdon_A_3","NO"
"Gymnocrotaphus_curvidens","1452.0323","Gymnocrotaphus_curvidens_A_2","NO"
"Gymnomuraena_zebra","1527.1033","Gymnomuraena_zebra_A_3","NO"
"Gymnosarda_unicolor","1188.3816","Gymnosarda_unicolor_A_1","YES"
"Gymnothorax_annasona","1363.7473","Gymnothorax_annasona_A_2","YES"
"Gymnothorax_breedeni","1250.0941","Gymnothorax_breedeni_A_1","YES"
"Gymnothorax_castaneus","1363.822","Gymnothorax_castaneus_A_1","NO"
"Gymnothorax_cribroris","1235.0142","Gymnothorax_cribroris_A_1","YES"
"Gymnothorax_dovii","1347.1874","Gymnothorax_dovii_A_1","NO"
"Gymnothorax_eurostus","1447.1167","Gymnothorax_eurostus_A_1","YES"
"Gymnothorax_favagineus","1568.0684","Gymnothorax_favagineus_A_2","NO"
"Gymnothorax_fimbriatus","1425.6201","Gymnothorax_fimbriatus_A_1","YES"
"Gymnothorax_flavimarginatus","1307.4243","Gymnothorax_flavimarginatus_A_1","NO"
"Gymnothorax_funebris","1485.9933","Gymnothorax_funebris_A_2","NO"
"Gymnothorax_javanicus","1424.6931","Gymnothorax_javanicus_A_1","NO"
"Gymnothorax_meleagris","1444.5186","Gymnothorax_meleagris_A_1","NO"
"Gymnothorax_miliaris","1427.2163","Gymnothorax_miliaris_A_1","NO"
"Gymnothorax_moringa","1477.9578","Gymnothorax_moringa_A_1","NO"
"Gymnothorax_nubilus","1198.5964","Gymnothorax_nubilus_A_1","YES"
"Gymnothorax_obesus","1137.3318","Gymnothorax_obesus_A_1","YES"
"Gymnothorax_panamensis","1353.1079","Gymnothorax_panamensis_A_1","NO"
"Gymnothorax_pictus","1341.3354","Gymnothorax_pictus_A_1","YES"
"Gymnothorax_porphyreus","1355.9658","Gymnothorax_porphyreus_A_1","YES"
"Gymnothorax_prasinus","1372.2759","Gymnothorax_prasinus_A_1","YES"
"Gymnothorax_prionodon","1374.163","Gymnothorax_prionodon_A_1","YES"
"Gymnothorax_thyrsoideus","1364.8627","Gymnothorax_thyrsoideus_A_1","NO"
"Gymnothorax_undulatus","1392.4202","Gymnothorax_undulatus_A_1","YES"
"Gymnothorax_zonipectis","1369.5199","Gymnothorax_zonipectis_A_2","YES"
"Haemulon_album","1181.924","Haemulon_album_A_1","YES"
"Haemulon_aurolineatum","1270.1731","Haemulon_aurolineatum_J_1","YES"
"Haemulon_carbonarium","1482.3535","Haemulon_carbonarium_A_2","NO"
"Haemulon_chrysargyreum","1565.6162","Haemulon_chrysargyreum_A_1","YES"
"Haemulon_flaviguttatum","1249.8932","Haemulon_flaviguttatum_A_2","YES"
"Haemulon_flavolineatum","1597.8645","Haemulon_flavolineatum_A_1","YES"
"Haemulon_macrostomum","1347.3993","Haemulon_macrostomum_A_2","YES"
"Haemulon_maculicauda","1366.6636","Haemulon_maculicauda_A_1","YES"
"Haemulon_melanurum","1437.4626","Haemulon_melanurum_A_1","YES"
"Haemulon_parra","1290.508","Haemulon_parra_A_1","YES"
"Haemulon_plumierii","1539.8003","Haemulon_plumierii_A_1","YES"
"Haemulon_sciurus","1570.6624","Haemulon_sciurus_A_2","NO"
"Haemulon_scudderii","1251.0583","Haemulon_scudderii_A_1","YES"
"Haemulon_sexfasciatum","1285.8069","Haemulon_sexfasciatum_J_1","YES"
"Haemulon_steindachneri","1243.8247","Haemulon_steindachneri_A_1","YES"
"Haemulon_vittatum","1446.9598","Haemulon_vittatum_A_2","NO"
"Haletta_semifasciata","1252.8779","Haletta_semifasciata_M_3","YES"
"Halichoeres_adustus","1467.1953","Halichoeres_adustus_J_1","YES"
"Halichoeres_argus","1544.2063","Halichoeres_argus_F_1","YES"
"Halichoeres_biocellatus","1600.7808","Halichoeres_biocellatus_F_2","YES"
"Halichoeres_bivittatus","1531.9961","Halichoeres_bivittatus_M_1","YES"
"Halichoeres_brasiliensis","1539.2076","Halichoeres_brasiliensis_A_1","YES"
"Halichoeres_brownfieldi","1460.7238","Halichoeres_brownfieldi_M_2","YES"
"Halichoeres_burekae","1548.913","Halichoeres_burekae_M_2","NO"
"Halichoeres_chierchiae","1559.924","Halichoeres_chierchiae_M_1","YES"
