"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Aplodactylus lophodon",1321.6139,"Aplodactylus_lophodon_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus"
"Aplodactylus westralis",1318.6613,"Aplodactylus_westralis_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus"
"Apogon atradorsatus",1289.0033,"Apogon_atradorsatus_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon atricaudus",1381.7433,"Apogon_atricaudus_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon binotatus",1338.3337,"Apogon_binotatus_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon dovii",1332.575,"Apogon_dovii_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon imberbis",1402.5764,"Apogon_imberbis_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon lachneri",1403.3408,"Apogon_lachneri_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon maculatus",1471.7048,"Apogon_maculatus_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon pacificus",1433.2057,"Apogon_pacificus_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon retrosella",1254.2197,"Apogon_retrosella_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogon townsendi",1412.863,"Apogon_townsendi_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon"
"Apogonichthyoides timorensis",1356.2324,"Apogonichthyoides_timorensis_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogonichthyoides"
"Apolemichthys trimaculatus",1721.1812,"Apolemichthys_trimaculatus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Apolemichthys"
"Aprion virescens",1192.8422,"Aprion_virescens_A_1",NA,"Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Aprion"
"Aracana aurita",1985.3121,"Aracana_aurita_M_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Aracana"
"Aracana ornata",1912.028,"Aracana_ornata_M_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Aracana"
"Archamia bleekeri",1267.3857,"Archamia_bleekeri_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Archamia"
"Arcos poecilophthalmos",1404.7362,"Arcos_poecilophthalmos_A_1","NO","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Arcos"
"Arenigobius frenatus",1259.5559,"Arenigobius_frenatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Arenigobius"
"Argyrosomus hololepidotus",1193.0015,"Argyrosomus_hololepidotus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Argyrosomus"
"Argyrosomus japonicus",1282.3218,"Argyrosomus_japonicus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Argyrosomus"
"Arothron caeruleopunctatus",1481.0411,"Arothron_caeruleopunctatus_A_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron diadematus",1448.42,"Arothron_diadematus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron hispidus",1590.9263,"Arothron_hispidus_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron inconditus",1508.8948,"Arothron_inconditus_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron manilensis",1421.7654,"Arothron_manilensis_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron mappa",1626.3552,"Arothron_mappa_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron meleagris",1483.233,"Arothron_meleagris_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron nigropunctatus",1548.8842,"Arothron_nigropunctatus_A_7","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron"
"Arothron stellatus",1627.2023,"Arothron_stellatus_J_2","NO",NA,NA,NA,NA,NA,NA
"Arripis georgianus",1172.4537,"Arripis_georgianus_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
"Arripis trutta",1209.6833,"Arripis_trutta_A_2","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
"Arripis truttacea",1193.5466,"Arripis_truttacea_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
"Arripis xylabion",1323.1104,"Arripis_xylabion_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis"
"Artedius harringtoni",1519.0605,"Artedius_harringtoni_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Artedius"
"Aspasmogaster tasmaniensis",1287.8165,"Aspasmogaster_tasmaniensis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Aspasmogaster"
"Aspidontus dussumieri",1356.3611,"Aspidontus_dussumieri_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Aspidontus"
"Aspidontus taeniatus",1523.808,"Aspidontus_taeniatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Aspidontus"
"Assessor flavissimus",1551.2413,"Assessor_flavissimus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor"
"Assessor macneilli",1625.3274,"Assessor_macneilli_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor"
"Assessor randalli",1622.0111,"Assessor_randalli_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor"
"Assiculus punctatus",1581.9586,"Assiculus_punctatus_F_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Assiculus"
"Asterropteryx semipunctata",1411.9644,"Asterropteryx_semipunctata_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Asterropteryx"
"Asterropteryx striata",1246.0698,"Asterropteryx_striata_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Asterropteryx"
"Atherina boyeri",1326.427,"Atherina_boyeri_A_2","NO","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina"
"Atherina hepsetus",1307.5529,"Atherina_hepsetus_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina"
"Atherina presbyter",1151.1667,"Atherina_presbyter_A_1","NO","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina"
"Atherinomorus vaigiensis",1158.4246,"Atherinomorus_vaigiensis_A_2","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherinomorus"
"Atractoscion aequidens",1199.2463,"Atractoscion_aequidens_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Atractoscion"
"Atrosalarias holomelas",1284.4121,"Atrosalarias_holomelas_A_4","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Atrosalarias"
"Atule mate",1226.9922,"Atule_mate_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Atule"
"Atypichthys latus",1567.704,"Atypichthys_latus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Atypichthys"
"Atypichthys strigatus",1565.426,"Atypichthys_strigatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Atypichthys"
"Aulacocephalus temminckii",1642.093,"Aulacocephalus_temminckii_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Aulacocephalus"
"Aulorhynchus flavidus",1355.2527,"Aulorhynchus_flavidus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus"
"Austrolabrus maculatus",1408.3899,"Austrolabrus_maculatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Austrolabrus"
"Axoclinus cocoensis",1331.5393,"Axoclinus_cocoensis_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus"
"Axoclinus lucillae",1466.4539,"Axoclinus_lucillae_F_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus"
"Axoclinus multicinctus",1400.9381,"Axoclinus_multicinctus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus"
"Axoclinus rubinoffi",1477.7041,"Axoclinus_rubinoffi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus"
"Azurina eupalama",1339.9508,"Azurina_eupalama_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Azurina"
"Balistapus undulatus",2007.7928,"Balistapus_undulatus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistapus"
"Balistes capriscus",1709.5105,"Balistes_capriscus_A_3","NO",NA,NA,NA,NA,NA,NA
"Balistes polylepis",1553.6353,"Balistes_polylepis_A_4","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes"
"Balistes punctatus",1738.427,"Balistes_punctatus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes"
"Balistes vetula",1785.4336,"Balistes_vetula_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes"
"Balistoides conspicillum",1706.7241,"Balistoides_conspicillum_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistoides"
"Balistoides viridescens",1607.5735,"Balistoides_viridescens_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistoides"
"Bathygobius krefftii",1359.6163,"Bathygobius_krefftii_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bathygobius"
"Bathygobius lineatus",1372.9199,"Bathygobius_lineatus_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bathygobius"
"Bathystethus cultratus",1183.7335,"Bathystethus_cultratus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Bathystethus"
"Batrachoides boulengeri",1271.5853,"Batrachoides_boulengeri_A_1","NO","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Batrachoides"
"Belone belone",1122.0869,"Belone_belone_A_1","YES","Animalia","Chordata","Actinopteri","Beloniformes","Belonidae","Belone"
"Belonoperca chabanaudi",1562.605,"Belonoperca_chabanaudi_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Belonoperca"
"Blenniella chrysospilos",1324.5312,"Blenniella_chrysospilos_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Blenniella"
"Bodianus albotaeniatus",1615.5721,"Bodianus_albotaeniatus_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus anthioides",1610.002,"Bodianus_anthioides_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus axillaris",1578.839,"Bodianus_axillaris_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus bilunulatus",1550.6284,"Bodianus_bilunulatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus diana",1474.7756,"Bodianus_diana_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus dictynna",1529.6726,"Bodianus_dictynna_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus diplotaenia",1560.547,"Bodianus_diplotaenia_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus eclancheri",1625.4331,"Bodianus_eclancheri_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus frenchii",1482.0952,"Bodianus_frenchii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus loxozonus",1675.0034,"Bodianus_loxozonus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus mesothorax",1547.391,"Bodianus_mesothorax_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus perditio",1485.3657,"Bodianus_perditio_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus rufus",1562.0542,"Bodianus_rufus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus scrofa",1580.8108,"Bodianus_scrofa_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bodianus unimaculatus",1484.382,"Bodianus_unimaculatus_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus"
"Bolbometopon muricatum",1415.751,"Bolbometopon_muricatum_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bolbometopon"
"Boops boops",1152.6465,"Boops_boops_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Boops"
"Boopsoidea inornata",1278.2781,"Boopsoidea_inornata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Boopsoidea"
"Boreogadus saida",1260.3853,"Boreogadus_saida_J_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Boreogadus"
"Bothragonus occidentalis",1277.2062,"Bothragonus_occidentalis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Agonidae","Bothragonus"
"Bovichtus angustifrons",1311.2366,"Bovichtus_angustifrons_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Bovichtidae","Bovichtus"
"Bovichtus argentinus",1345.0474,"Bovichtus_argentinus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Bovichtidae","Bovichtus"
"Brachaluteres jacksonianus",1705.931,"Brachaluteres_jacksonianus_A_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Brachaluteres"
"Brachionichthys hirsutus",1653.0039,"Brachionichthys_hirsutus_A_1","YES","Animalia","Chordata","Actinopteri","Lophiiformes","Brachionichthyidae","Brachionichthys"
"Brachyistius frenatus",1290.1072,"Brachyistius_frenatus_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Brachyistius"
"Bryaninops amplus",1353.7577,"Bryaninops_amplus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bryaninops"
"Bryaninops erythrops",1362.8364,"Bryaninops_erythrops_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bryaninops"
"Bryaninops natans",1275.6104,"Bryaninops_natans_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bryaninops"
"Bryaninops nexus",1317.0835,"Bryaninops_nexus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bryaninops"
"Bryaninops yongei",1384.7817,"Bryaninops_yongei_A_5","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bryaninops"
"Caesio caerulaurea",1396.6771,"Caesio_caerulaurea_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio cuning",1441.3821,"Caesio_cuning_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio lunaris",1531.5767,"Caesio_lunaris_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio striata",1353.7898,"Caesio_striata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio suevica",1410.7595335467,"Caesio_suevica_160","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio teres",1479.8058,"Caesio_teres_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio varilineata",1428.0172,"Caesio_varilineata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesio xanthonota",1430.9062,"Caesio_xanthonota_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Caesio"
"Caesioperca lepidoptera",1345.7125,"Caesioperca_lepidoptera_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Caesioperca"
"Caesioperca rasor",1411.468,"Caesioperca_rasor_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Caesioperca"
"Caesioscorpis theagenes",1183.2573,"Caesioscorpis_theagenes_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Caesioscorpis"
"Caffrogobius nudiceps",1419.6334,"Caffrogobius_nudiceps_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Caffrogobius"
"Calamus bajonado",1313.1978,"Calamus_bajonado_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Calamus"
"Calamus brachysomus",1273.205,"Calamus_brachysomus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Calamus"
"Calamus calamus",1500.7499,"Calamus_calamus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Calamus"
"Calamus pennatula",1300.7495,"Calamus_pennatula_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Calamus"
"Calamus taurinus",1253.6436,"Calamus_taurinus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Calamus"
"Callanthias australis",1542.8347,"Callanthias_australis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Callanthiidae","Callanthias"
"Calliclinus geniguttatus",1543.4414,"Calliclinus_geniguttatus_A_4","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Calliclinus"
"Callionymus comptus",1274.5253,"Callionymus_comptus_A_1","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Callionymus"
"Callionymus lyra",1528.8016,"Callionymus_lyra_A_3","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Callionymus"
"Calloplesiops altivelis",1942.7224,"Calloplesiops_altivelis_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Calloplesiops"
"Calotomus carolinus",1658.7128,"Calotomus_carolinus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Calotomus"
"Calotomus japonicus",1346.9606,"Calotomus_japonicus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Calotomus"
"Calotomus spinidens",1313.6877,"Calotomus_spinidens_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Calotomus"
"Calotomus viridescens",1490.5957,"Calotomus_viridescens_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Calotomus"
"Cantherhines dumerilii",1522.0505,"Cantherhines_dumerilii_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Cantherhines"
"Cantherhines fronticinctus",1509.303,"Cantherhines_fronticinctus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Cantherhines"
"Cantherhines longicaudus",1477.6047,"Cantherhines_longicaudus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Cantherhines"
