"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Halichoeres leucoxanthus",1484.5774,"Halichoeres_leucoxanthus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres leucurus",1651.5039,"Halichoeres_leucurus_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres maculipinna",1537.8568,"Halichoeres_maculipinna_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres malpelo",1286.56,"Halichoeres_malpelo_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres margaritaceus",1506.8066,"Halichoeres_margaritaceus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres marginatus",1729.909,"Halichoeres_marginatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres melanochir",1505.7798,"Halichoeres_melanochir_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres melanurus",1726.599,"Halichoeres_melanurus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres melasmapomus",1556.9404,"Halichoeres_melasmapomus_F_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres miniatus",1450.3728,"Halichoeres_miniatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres nebulosus",1445.5898,"Halichoeres_nebulosus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres nicholsi",1483.3372,"Halichoeres_nicholsi_J_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres nigrescens",1490.7407,"Halichoeres_nigrescens_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres notospilus",1459.405,"Halichoeres_notospilus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres orientalis",1612.8192,"Halichoeres_orientalis_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres ornatissimus",1667.409,"Halichoeres_ornatissimus_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres pictus",1576.0796,"Halichoeres_pictus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres poeyi",1551.2446,"Halichoeres_poeyi_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres prosopeion",1527.9421,"Halichoeres_prosopeion_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres radiatus",1628.4575,"Halichoeres_radiatus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres richmondi",1721.7285,"Halichoeres_richmondi_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres salmofasciatus",1474.9365,"Halichoeres_salmofasciatus_F_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres scapularis",1625.6522,"Halichoeres_scapularis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres semicinctus",1434.7173,"Halichoeres_semicinctus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres socialis",1571.0424,"Halichoeres_socialis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres solorensis",1459.1299,"Halichoeres_solorensis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres tenuispinis",1457.8679,"Halichoeres_tenuispinis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres timorensis",1470.134,"Halichoeres_timorensis_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres trimaculatus",1395.3833,"Halichoeres_trimaculatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Halichoeres trispilus",1423.2806,"Halichoeres_trispilus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Halichoeres"
"Helcogramma chica",1386.9841,"Helcogramma_chica_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogramma"
"Helcogramma decurrens",1417.4434,"Helcogramma_decurrens_J_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogramma"
"Helcogramma maldivensis",1437.4197,"Helcogramma_maldivensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogramma"
"Helcogramma striata",1470.5349,"Helcogramma_striata_A_3","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogramma"
"Helcogrammoides cunninghami",1380.8518,"Helcogrammoides_cunninghami_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Helcogrammoides"
"Helicolenus percoides",1399.8354,"Helicolenus_percoides_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Helicolenus"
"Helotes sexlineatus",1381.2585,"Helotes_sexlineatus_A_1","NO",NA,NA,NA,NA,NA,NA
"Hemiglyphidodon plagiometopon",1634.7,"Hemiglyphidodon_plagiometopon_J_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Hemiglyphidodon"
"Hemigymnus fasciatus",1522.7773,"Hemigymnus_fasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hemigymnus"
"Hemigymnus melapterus",1538.4285,"Hemigymnus_melapterus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hemigymnus"
"Hemilepidotus jordani",1300.2756,"Hemilepidotus_jordani_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Hemilepidotus"
"Hemiramphus depauperatus",1188.2681,"Hemiramphus_depauperatus_A_1","YES","Animalia","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hemiramphus"
"Hemitaurichthys multispinosus",1445.2021,"Hemitaurichthys_multispinosus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Hemitaurichthys"
"Hemitaurichthys polylepis",1567.3386,"Hemitaurichthys_polylepis_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Hemitaurichthys"
"Hemitaurichthys thompsoni",1188.046,"Hemitaurichthys_thompsoni_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Hemitaurichthys"
"Hemitaurichthys zoster",1599.224,"Hemitaurichthys_zoster_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Hemitaurichthys"
"Heniochus acuminatus",1727.23481901297,"Heniochus_acuminatus_68","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus chrysostomus",1625.951,"Heniochus_chrysostomus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus diphreutes",1605.2539,"Heniochus_diphreutes_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus intermedius",1683.231,"Heniochus_intermedius_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus monoceros",1685.1045,"Heniochus_monoceros_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus pleurotaenia",1706.578,"Heniochus_pleurotaenia_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus singularius",1679.1431,"Heniochus_singularius_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heniochus varius",1699.7896,"Heniochus_varius_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Heniochus"
"Heteroclinus adelaidae",1484.8943,"Heteroclinus_adelaidae_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus"
"Heteroclinus johnstoni",1303.9784,"Heteroclinus_johnstoni_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus"
"Heteroclinus perspicillatus",1376.4818,"Heteroclinus_perspicillatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus"
"Heteroclinus roseus",1603.5149,"Heteroclinus_roseus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus"
"Heteroclinus tristis",1527.1866,"Heteroclinus_tristis_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heteroclinus"
"Heteroconger hassi",1394.2643,"Heteroconger_hassi_A_1","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Congridae","Heteroconger"
"Heteropriacanthus cruentatus",1589.8715,"Heteropriacanthus_cruentatus_A_5","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Priacanthidae","Heteropriacanthus"
"Heteroscarus acroptilus",1672.6042,"Heteroscarus_acroptilus_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Odacidae","Heteroscarus"
"Heterostichus rostratus",1399.065,"Heterostichus_rostratus_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Clinidae","Heterostichus"
"Hexagrammos agrammus",1320.9182,"Hexagrammos_agrammus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos"
"Hexagrammos decagrammus",1611.8132,"Hexagrammos_decagrammus_F_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos"
"Hexagrammos otakii",1298.272,"Hexagrammos_otakii_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos"
"Hexagrammos stelleri",1195.0107,"Hexagrammos_stelleri_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos"
"Hipposcarus harid",1610.091,"Hipposcarus_harid_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hipposcarus"
"Hipposcarus longiceps",1411.4258,"Hipposcarus_longiceps_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hipposcarus"
"Holacanthus bermudensis",1789.705,"Holacanthus_bermudensis_J_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Holacanthus"
"Holacanthus ciliaris",2019.0776,"Holacanthus_ciliaris_J_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Holacanthus"
"Holacanthus clarionensis",1781.8696,"Holacanthus_clarionensis_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Holacanthus"
"Holacanthus passer",1944.946,"Holacanthus_passer_J_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Holacanthus"
"Holacanthus tricolor",1672.5197,"Holacanthus_tricolor_J_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Holacanthus"
"Holocentrus adscensionis",1463.6086,"Holocentrus_adscensionis_A_2","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Holocentrus"
"Holocentrus rufus",1541.1945,"Holocentrus_rufus_A_2","NO","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Holocentrus"
"Hologymnosus annulatus",1467.1549,"Hologymnosus_annulatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hologymnosus"
"Hologymnosus doliatus",1651.8,"Hologymnosus_doliatus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Hologymnosus"
"Hoplolatilus cuniculus",1401.855,"Hoplolatilus_cuniculus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Hoplolatilus"
"Hoplolatilus starcki",1543.3209,"Hoplolatilus_starcki_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Hoplolatilus"
"Hoplopagrus guentherii",1363.2988,"Hoplopagrus_guentherii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Hoplopagrus"
"Hyperlophus vittatus",1334.2523,"Hyperlophus_vittatus_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Hyperlophus"
"Hypoatherina barnesi",1159.8907,"Hypoatherina_barnesi_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Hypoatherina"
"Hypoplectrodes annulatus",1429.94,"Hypoplectrodes_annulatus_A_1",NA,"Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes"
"Hypoplectrodes huntii",1399.0332,"Hypoplectrodes_huntii_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes"
"Hypoplectrodes maccullochi",1394.6465,"Hypoplectrodes_maccullochi_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes"
"Hypoplectrodes nigroruber",1422.7932,"Hypoplectrodes_nigroruber_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes"
"Hypoplectrus aberrans",1444.3691,"Hypoplectrus_aberrans_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus castroaguirrei",1402.7039,"Hypoplectrus_castroaguirrei_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus chlorurus",1243.5764,"Hypoplectrus_chlorurus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus gemma",1640.0754,"Hypoplectrus_gemma_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus guttavarius",1518.1299,"Hypoplectrus_guttavarius_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus indigo",1543.2405,"Hypoplectrus_indigo_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus maya",1673.9512,"Hypoplectrus_maya_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus nigricans",1348.6116,"Hypoplectrus_nigricans_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus providencianus",1421.3805,"Hypoplectrus_providencianus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus puella",1601.457,"Hypoplectrus_puella_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hypoplectrus unicolor",1439.956,"Hypoplectrus_unicolor_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus"
"Hyporhamphus affinis",1417.6658,"Hyporhamphus_affinis_A_3","YES","Animalia","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus"
"Hyporthodus flavolimbatus",1396.8091,"Hyporthodus_flavolimbatus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus"
"Hyporthodus niveatus",1467.6296,"Hyporthodus_niveatus_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus"
"Hyporthodus octofasciatus",1441.6201,"Hyporthodus_octofasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus"
"Hypsoblennius proteus",1369.4032,"Hypsoblennius_proteus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Hypsoblennius"
"Hypsurus caryi",1276.2573,"Hypsurus_caryi_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Hypsurus"
"Hypsypops rubicundus",1632.5394,"Hypsypops_rubicundus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Hypsypops"
"Iniistius celebicus",1332.8065,"Iniistius_celebicus_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Iniistius"
"Iniistius pavo",1519.1898,"Iniistius_pavo_J_5","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Iniistius"
"Inimicus caledonicus",1333.9347,"Inimicus_caledonicus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Inimicus"
"Inimicus filamentosus",1283.9229,"Inimicus_filamentosus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Inimicus"
"Isocirrhitus sexfasciatus",1325.4392,"Isocirrhitus_sexfasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Isocirrhitus"
"Istigobius campbelli",1458.2278,"Istigobius_campbelli_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Istigobius decoratus",1397.9783,"Istigobius_decoratus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Istigobius goldmanni",1297.9531,"Istigobius_goldmanni_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Istigobius hoesei",1336.6866,"Istigobius_hoesei_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Istigobius nigroocellatus",1365.408,"Istigobius_nigroocellatus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Istigobius rigilius",1294.8616,"Istigobius_rigilius_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius"
"Itycirrhitus wilhelmi",1423.8867,"Itycirrhitus_wilhelmi_M_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Itycirrhitus"
"Jenkinsia lamprotaenia",1190.3181,"Jenkinsia_lamprotaenia_A_1","YES","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Jenkinsia"
"Johnrandallia nigrirostris",1753.4598,"Johnrandallia_nigrirostris_A_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Johnrandallia"
"Jordania zonope",1523.3152,"Jordania_zonope_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Jordania"
"Karalepis stewarti",1438.6104,"Karalepis_stewarti_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Karalepis"
"Koumansetta hectori",1572.0763,"Koumansetta_hectori_A_3","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Koumansetta"
"Koumansetta rainfordi",1564.0269,"Koumansetta_rainfordi_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Koumansetta"
"Kuhlia mugil",1255.9805,"Kuhlia_mugil_A_3","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kuhliidae","Kuhlia"
"Kyphosus analogus",1312.7297,"Kyphosus_analogus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus azureus",1303.961,"Kyphosus_azureus_J_1","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus bigibbus",1365.1187,"Kyphosus_bigibbus_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus cinerascens",1380.67507402792,"Kyphosus_cinerascens_69","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus cornelii",1210.3396,"Kyphosus_cornelii_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus elegans",1515.1533,"Kyphosus_elegans_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus incisor",1277.9211,"Kyphosus_incisor_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus ocyurus",1385.769,"Kyphosus_ocyurus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus sectatrix",1367.9722,"Kyphosus_sectatrix_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus sydneyanus",1259.4878,"Kyphosus_sydneyanus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Kyphosus vaigiensis",1595.033,"Kyphosus_vaigiensis_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus"
"Labracinus cyclophthalmus",1662.2322,"Labracinus_cyclophthalmus_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Labracinus"
"Labracinus lineatus",1416.8057,"Labracinus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Labracinus"
"Labracoglossa nitida",1442.1716,"Labracoglossa_nitida_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Labracoglossa"
"Labrichthys unilineatus",1587.562,"Labrichthys_unilineatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrichthys"
"Labrisomus cricota",1357.3588,"Labrisomus_cricota_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus"
"Labrisomus jenkinsi",1430.5754,"Labrisomus_jenkinsi_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus"
"Labrisomus multiporosus",1377.3937,"Labrisomus_multiporosus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus"
"Labrisomus nuchipinnis",1440.5532,"Labrisomus_nuchipinnis_M_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus"
"Labrisomus socorroensis",1302.5531,"Labrisomus_socorroensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus"
"Labroides bicolor",1395.388,"Labroides_bicolor_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides"
"Labroides dimidiatus",1589.454,"Labroides_dimidiatus_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides"
"Labroides pectoralis",1412.858,"Labroides_pectoralis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides"
"Labroides phthirophagus",1548.288,"Labroides_phthirophagus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides"
"Labroides rubrolabiatus",1509.064,"Labroides_rubrolabiatus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides"
"Labropsis alleni",1341.354,"Labropsis_alleni_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis"
"Labropsis australis",1482.897,"Labropsis_australis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis"
"Labropsis manabei",1447.627,"Labropsis_manabei_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis"
"Labropsis micronesica",1527.5764,"Labropsis_micronesica_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis"
"Labropsis xanthonota",1505.0315,"Labropsis_xanthonota_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis"
"Labrus bergylta",1468.6587,"Labrus_bergylta_A_6","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus"
"Labrus merula",1441.9674,"Labrus_merula_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus"
"Labrus mixtus",1567.6466,"Labrus_mixtus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus"
"Labrus viridis",1421.3103,"Labrus_viridis_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus"
"Lachnolaimus maximus",1727.8342,"Lachnolaimus_maximus_J_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Lachnolaimus"
"Lactophrys bicaudalis",1801.585,"Lactophrys_bicaudalis_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactophrys"
"Lactophrys triqueter",1727.6631,"Lactophrys_triqueter_J_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactophrys"
"Lactoria diaphana",1442.1666,"Lactoria_diaphana_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactoria"
"Lactoria fornasini",1750.1792,"Lactoria_fornasini_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactoria"
"Larabicus quadrilineatus",1622.6812,"Larabicus_quadrilineatus_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Larabicus"
"Latridopsis ciliaris",1190.2876,"Latridopsis_ciliaris_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Latridopsis"
"Latridopsis forsteri",1213.2971,"Latridopsis_forsteri_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Latridopsis"
"Latropiscis purpurissatus",1513.8617,"Latropiscis_purpurissatus_F_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Aulopidae","Latropiscis"
"Leiocottus hirundo",1452.4552,"Leiocottus_hirundo_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Leiocottus"
"Lepidonectes bimaculatus",1441.4833,"Lepidonectes_bimaculatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes"
"Lepidonectes clarkhubbsi",1377.4294,"Lepidonectes_clarkhubbsi_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes"
"Lepidonectes corallicola",1382.8268,"Lepidonectes_corallicola_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes"
"Lepidozygus tapeinosoma",1270.7053,"Lepidozygus_tapeinosoma_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Lepidozygus"
