"Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","sp_names_fishbase"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus philippinus"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus reidi"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus simsiang"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus smithi"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus spilotoceps"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus sulfureus"
"of no interest","unknown","never/rarely","never/rarely",0,"Pomacentrus trichrourus"
"of no interest","unknown","never/rarely","never/rarely",0,"Pomacentrus trilineatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Pomacentrus tripunctatus"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus vaiuli"
NA,"unknown","never/rarely","never/rarely",0,"Pomacentrus wardi"
NA,"unknown","never/rarely","never/rarely",0,"Pomachromis fuscidorsalis"
"of no interest","unknown","never/rarely","never/rarely",0,"Pomachromis richardsoni"
"minor commercial","medium","never/rarely","never/rarely",0,"Pomadasys incisus"
"highly commercial","very high","commercial","usually",1,"Pomatomus saltatrix"
"of no interest",NA,"never/rarely","never/rarely",0,"Pomatoschistus minutus"
NA,"very high",NA,NA,0,"Pomatoschistus pictus"
"of potential interest","unknown","never/rarely","never/rarely",0,"Porichthys notatus"
NA,"unknown","never/rarely","never/rarely",0,"Praealticus natalis"
NA,"unknown","never/rarely","never/rarely",0,"Premnas biaculeatus"
NA,"high","never/rarely","never/rarely",0,"Priacanthus blochii"
"minor commercial","high","never/rarely","never/rarely",0,"Priacanthus hamrur"
NA,"very high","never/rarely","never/rarely",0,"Priolepis ascensionis"
"of no interest",NA,"never/rarely","never/rarely",0,"Prionotus miles"
NA,"medium","never/rarely","never/rarely",0,"Prionurus laticlavius"
NA,"medium","never/rarely","never/rarely",0,"Prionurus maculatus"
NA,"medium","never/rarely","never/rarely",0,"Prionurus microlepidotus"
NA,"medium","never/rarely","never/rarely",0,"Prionurus punctatus"
NA,"medium","never/rarely","never/rarely",0,"Prionurus scalprum"
NA,"high","never/rarely","never/rarely",0,"Pristiapogon exostigma"
"of no interest",NA,"never/rarely","never/rarely",0,"Pristiapogon fraenatus"
NA,"high","never/rarely","never/rarely",0,"Pristiapogon kallopterus"
NA,"high","never/rarely","never/rarely",0,"Pristicon trimaculatus"
NA,"unknown","never/rarely","never/rarely",0,"Prognathodes aculeatus"
NA,"unknown","never/rarely","never/rarely",0,"Prognathodes falcifer"
"commercial","unknown","never/rarely","never/rarely",0,"Prolatilus jugularis"
"commercial","unknown","never/rarely","never/rarely",1,"Psammoperca waigiensis"
"of no interest",NA,"never/rarely","never/rarely",0,"Pseudanthias bicolor"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias dispar"
"of no interest",NA,"never/rarely","never/rarely",0,"Pseudanthias evansi"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias hiva"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias huchtii"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias hypselosoma"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias ignitus"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias lori"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias mooreanus"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias olivaceus"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias pascalus"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias pictilis"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias pleurotaenia"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias regalis"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias rubrizonatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Pseudanthias squamipinnis"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias taeniatus"
NA,"very high","never/rarely","never/rarely",0,"Pseudanthias tuka"
"commercial","medium","never/rarely","never/rarely",0,"Pseudobalistes flavimarginatus"
"commercial","medium","never/rarely","never/rarely",0,"Pseudobalistes fuscus"
NA,"medium","never/rarely","never/rarely",0,"Pseudobalistes naufragium"
NA,"low","never/rarely","never/rarely",0,"Pseudoblennius cottoides"
"commercial","very high","commercial","never/rarely",1,"Pseudocaranx dentex"
NA,NA,NA,NA,NA,"Pseudocaranx georgianus"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Pseudocaranx wrighti"
"of no interest",NA,"never/rarely","never/rarely",0,"Pseudocheilinops ataenia"
NA,"very high","never/rarely","never/rarely",0,"Pseudocheilinus evanidus"
NA,"very high","never/rarely","never/rarely",0,"Pseudocheilinus hexataenia"
NA,"very high","never/rarely","never/rarely",0,"Pseudocheilinus ocellatus"
NA,"very high","never/rarely","never/rarely",0,"Pseudocheilinus octotaenia"
NA,"very high","never/rarely","never/rarely",0,"Pseudocheilinus tetrataenia"
NA,NA,"never/rarely","never/rarely",0,"Pseudochromis ammeri"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis bitaeniatus"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis cyanotaenia"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis elongatus"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis flavivertex"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis fridmani"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis fuscus"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis marshallensis"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis olivaceus"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis pesi"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis springeri"
NA,"unknown","never/rarely","never/rarely",0,"Pseudochromis wilsoni"
NA,"very high","never/rarely","never/rarely",0,"Pseudocoris aurantiofasciata"
NA,"very high","never/rarely","never/rarely",0,"Pseudocoris bleekeri"
"of no interest",NA,"never/rarely","never/rarely",0,"Pseudocoris yamashiroi"
"minor commercial","very high","never/rarely","never/rarely",0,"Pseudodax moluccanus"
NA,"very high","never/rarely","never/rarely",0,"Pseudojuloides atavai"
NA,"very high","never/rarely","never/rarely",0,"Pseudojuloides cerasinus"
NA,"very high","never/rarely","never/rarely",0,"Pseudojuloides elongatus"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus biserialis"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus fuentesi"
"minor commercial","very high","never/rarely","never/rarely",0,"Pseudolabrus guentheri"
NA,"very high","never/rarely",NA,0,"Pseudolabrus luculentus"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus miles"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus rubicundus"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus semifasciatus"
NA,"very high","never/rarely","never/rarely",0,"Pseudolabrus sieboldi"
"commercial","high","never/rarely","never/rarely",1,"Pseudopercis semifasciata"
"highly commercial","medium","never/rarely","never/rarely",1,"Pseudophycis bachus"
"minor commercial","medium","never/rarely","never/rarely",0,"Pseudophycis barbata"
"minor commercial","high","never/rarely","never/rarely",1,"Pseudotolithus senegalensis"
NA,"medium","never/rarely",NA,0,"Pseudupeneus grandisquamis"
"commercial","medium","never/rarely","never/rarely",0,"Pseudupeneus maculatus"
"commercial","high","never/rarely","never/rarely",0,"Pseudupeneus prayensis"
NA,"very high","never/rarely","never/rarely",0,"Psilotris boehlkei"
NA,"very high","never/rarely","never/rarely",0,"Pteragogus aurigarius"
"of no interest",NA,"never/rarely","never/rarely",0,"Pteragogus cryptus"
NA,"very high","never/rarely","never/rarely",0,"Pteragogus enneacanthus"
NA,"very high","never/rarely","never/rarely",1,"Pteragogus flagellifer"
"of no interest",NA,"never/rarely","never/rarely",0,"Pterapogon kauderni"
NA,"unknown",NA,NA,0,"Ptereleotris calliura"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris evides"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris hanae"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris heteroptera"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris microlepis"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris monoptera"
NA,"unknown","never/rarely","never/rarely",0,"Ptereleotris zebra"
"commercial","unknown","never/rarely","usually",0,"Pterocaesio chrysozona"
"commercial","unknown","never/rarely","never/rarely",0,"Pterocaesio digramma"
"minor commercial","unknown","never/rarely","occasionally",0,"Pterocaesio marri"
"commercial","unknown","never/rarely","usually",0,"Pterocaesio pisang"
"minor commercial","unknown","never/rarely","never/rarely",0,"Pterocaesio randalli"
"commercial","unknown","never/rarely","never/rarely",0,"Pterocaesio tessellata"
"commercial","unknown","never/rarely","usually",0,"Pterocaesio tile"
"subsistence fisheries","unknown","never/rarely","usually",0,"Pterocaesio trilineata"
NA,"very high","never/rarely","never/rarely",0,"Pterogobius zacalles"
"commercial","low","never/rarely","never/rarely",0,"Pterogymnus laniarius"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Pterois antennata"
NA,"high","never/rarely","never/rarely",0,"Pterois miles"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Pterois radiata"
"commercial","high","never/rarely","never/rarely",0,"Pterois volitans"
"minor commercial","high","never/rarely","never/rarely",0,"Pygoplites diacanthus"
NA,"unknown","never/rarely","never/rarely",0,"Quassiremus evionthas"
"minor commercial","high","commercial","never/rarely",1,"Rachycentron canadum"
"highly commercial","very high","never/rarely","occasionally",1,"Rastrelliger kanagurta"
"commercial","high","never/rarely","never/rarely",0,"Remora remora"
NA,"unknown","never/rarely","never/rarely",0,"Repomucenus calcaratus"
NA,"high","never/rarely","never/rarely",0,"Rhabdamia gracilis"
"minor commercial","very high","never/rarely","usually",1,"Rhabdosargus holubi"
"commercial","very high","commercial","never/rarely",1,"Rhabdosargus sarba"
"commercial","unknown","never/rarely","never/rarely",1,"Rhacochilus toxotes"
"commercial","unknown","never/rarely","never/rarely",1,"Rhacochilus vacca"
"minor commercial","medium","never/rarely","never/rarely",0,"Rhinecanthus aculeatus"
NA,"medium","never/rarely","never/rarely",0,"Rhinecanthus assasi"
NA,"medium","never/rarely","never/rarely",0,"Rhinecanthus lunula"
"minor commercial","medium","never/rarely","never/rarely",0,"Rhinecanthus rectangulus"
"minor commercial","medium","never/rarely","never/rarely",0,"Rhinecanthus verrucosus"
NA,"very high","never/rarely","never/rarely",0,"Rhinogobiops nicholsii"
NA,"medium","never/rarely","never/rarely",0,"Rhinomuraena quaesita"
"minor commercial","very high","never/rarely","never/rarely",0,"Rhomboplites aurorubens"
NA,"unknown","never/rarely","never/rarely",0,"Rhycherus filamentosus"
NA,"high","never/rarely","never/rarely",0,"Rhynchostracion nasus"
NA,NA,"never/rarely","never/rarely",0,"Ruanoho whero"
NA,"very high","never/rarely","never/rarely",0,"Rypticus bicolor"
NA,"very high","never/rarely","never/rarely",0,"Rypticus courtenayi"
NA,"very high",NA,NA,0,"Rypticus nigripinnis"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Rypticus saponaceus"
NA,"unknown","never/rarely","never/rarely",0,"Salarias alboguttatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Salarias ceramensis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Salarias fasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Salarias guttatus"
NA,"unknown","never/rarely","never/rarely",0,"Salarias segmentatus"
"highly commercial","very high","commercial","never/rarely",1,"Salmo salar"
NA,"unknown","never/rarely","never/rarely",0,"Sanopus astrifer"
NA,"unknown","never/rarely","never/rarely",0,"Sanopus reticulatus"
NA,"unknown","never/rarely","never/rarely",0,"Sanopus splendidus"
"minor commercial","very high","never/rarely","usually",1,"Sarda australis"
"minor commercial","high","never/rarely","never/rarely",1,"Sarda orientalis"
"highly commercial","high","never/rarely","never/rarely",1,"Sarda sarda"
"highly commercial","low","never/rarely","never/rarely",0,"Sardina pilchardus"
"highly commercial","medium","never/rarely","usually",0,"Sardinella aurita"
"highly commercial","low","never/rarely","usually",0,"Sardinops sagax"
"minor commercial","medium","never/rarely","never/rarely",0,"Sargocentron caudimaculatum"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron cornutum"
"minor commercial","medium","never/rarely","never/rarely",0,"Sargocentron diadema"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron hormion"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron ittodai"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron melanospilos"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron microstoma"
"minor commercial","medium","never/rarely","never/rarely",0,"Sargocentron rubrum"
"minor commercial","medium","never/rarely","never/rarely",0,"Sargocentron spiniferum"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron suborbitale"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron tiere"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron tiereoides"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron vexillarium"
NA,"medium","never/rarely","never/rarely",0,"Sargocentron violaceum"
"commercial","medium","never/rarely","occasionally",1,"Sarpa salpa"
"commercial","medium","never/rarely","never/rarely",0,"Saurida gracilis"
"commercial","medium","never/rarely","never/rarely",0,"Saurida nebulosa"
"minor commercial","high","never/rarely","never/rarely",0,"Scaevius milii"
NA,"unknown","never/rarely","never/rarely",0,"Scartella poiti"
NA,"unknown","never/rarely","never/rarely",0,"Scartella springeri"
NA,"high","never/rarely","never/rarely",0,"Scarus altipinnis"
NA,"high","never/rarely","never/rarely",0,"Scarus chameleon"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus coelestinus"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus coeruleus"
NA,"high","never/rarely","never/rarely",0,"Scarus compressus"
"commercial","high","never/rarely","never/rarely",0,"Scarus dimidiatus"
"commercial","high","never/rarely","never/rarely",0,"Scarus falcipinnis"
"commercial","high","never/rarely","never/rarely",0,"Scarus ferrugineus"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus festivus"
NA,"high","never/rarely","never/rarely",0,"Scarus flavipectoralis"
"commercial","high","never/rarely","never/rarely",0,"Scarus forsteni"
"commercial","high","never/rarely","never/rarely",0,"Scarus frenatus"
"commercial","high","never/rarely","never/rarely",0,"Scarus fuscopurpureus"
"commercial","high","never/rarely","never/rarely",0,"Scarus ghobban"
"commercial","high","never/rarely","never/rarely",0,"Scarus globiceps"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus guacamaia"
"commercial","high","never/rarely",NA,0,"Scarus hypselopterus"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus iseri"
"of no interest",NA,"never/rarely","never/rarely",0,"Scarus koputea"
NA,"high","never/rarely","never/rarely",0,"Scarus longipinnis"
"commercial","high","never/rarely","never/rarely",0,"Scarus niger"
"commercial","high","never/rarely","never/rarely",0,"Scarus oviceps"
NA,"high","never/rarely","never/rarely",0,"Scarus perrico"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus persicus"
"commercial","high","never/rarely","never/rarely",0,"Scarus prasiognathos"
"commercial","high","never/rarely","never/rarely",0,"Scarus psittacus"
"commercial","high",NA,NA,0,"Scarus quoyi"
"commercial","high","never/rarely","never/rarely",0,"Scarus rivulatus"
"commercial","high","never/rarely","never/rarely",0,"Scarus rubroviolaceus"
"commercial","high","never/rarely","never/rarely",0,"Scarus russelii"
"commercial","high","never/rarely","never/rarely",0,"Scarus scaber"
"commercial","high","never/rarely","never/rarely",0,"Scarus schlegeli"
NA,"high","never/rarely","never/rarely",0,"Scarus spinus"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus taeniopterus"
"commercial","high","never/rarely","never/rarely",0,"Scarus tricolor"
NA,"high","never/rarely","never/rarely",0,"Scarus trispinosus"
"minor commercial","high","never/rarely","never/rarely",0,"Scarus vetula"
"commercial","high","never/rarely","never/rarely",0,"Scarus viridifucatus"
NA,"high","never/rarely","never/rarely",0,"Scarus xanthopleura"
NA,"high","never/rarely","never/rarely",0,"Scarus zelindae"
NA,"unknown","never/rarely","never/rarely",0,"Schuettea scalaripinnis"
NA,"unknown","never/rarely","never/rarely",0,"Schuettea woodwardi"
"commercial","very high","never/rarely","never/rarely",0,"Sciaena umbra"
NA,"unknown","never/rarely","never/rarely",0,"Scobinichthys granulatus"
NA,"unknown","never/rarely","never/rarely",0,"Scolecenchelys breviceps"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis affinis"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis aurata"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis bilineata"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis ciliata"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis frenata"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis ghanam"
"minor commercial","low","never/rarely","never/rarely",0,"Scolopsis lineata"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis margaritifera"
"minor commercial","low","never/rarely","never/rarely",0,"Scolopsis monogramma"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis temporalis"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis trilineata"
"commercial","low","never/rarely","never/rarely",1,"Scolopsis vosmeri"
"subsistence fisheries","low","never/rarely","never/rarely",0,"Scolopsis xenochrous"
"commercial","very high","never/rarely","usually",1,"Scomber australasicus"
"minor commercial","very high","never/rarely","never/rarely",0,"Scomber colias"
"minor commercial","high","never/rarely","never/rarely",1,"Scomberoides commersonnianus"
"minor commercial","medium","never/rarely","occasionally",1,"Scomberoides lysan"
"minor commercial","medium","never/rarely","never/rarely",1,"Scomberoides tol"
"highly commercial","very high","never/rarely","never/rarely",1,"Scomberomorus commerson"
"highly commercial","medium","never/rarely","never/rarely",1,"Scomberomorus maculatus"
"commercial","very high","never/rarely","never/rarely",1,"Scomberomorus queenslandicus"
"minor commercial","high","never/rarely","never/rarely",1,"Scomberomorus regalis"
"commercial","medium","never/rarely","never/rarely",1,"Scomberomorus sierra"
NA,"unknown","never/rarely","never/rarely",0,"Scombrops boops"
NA,"low","never/rarely","never/rarely",0,"Scorpaena ascensionis"
NA,"low","never/rarely","never/rarely",0,"Scorpaena canariensis"
NA,"low","never/rarely","never/rarely",0,"Scorpaena cardinalis"
"minor commercial","low","never/rarely","never/rarely",1,"Scorpaena guttata"
"of potential interest","low","never/rarely","never/rarely",0,"Scorpaena histrio"
NA,NA,"never/rarely","never/rarely",0,"Scorpaena jacksoniensis"
"commercial","low","never/rarely","never/rarely",0,"Scorpaena maderensis"
NA,"low","never/rarely","never/rarely",0,"Scorpaena mellissii"
"subsistence fisheries","low","never/rarely","never/rarely",1,"Scorpaena mystes"
"commercial","low","never/rarely","never/rarely",0,"Scorpaena notata"
NA,"low","never/rarely","never/rarely",0,"Scorpaena papillosa"
"minor commercial","low","never/rarely","never/rarely",0,"Scorpaena plumieri"
"minor commercial","low","never/rarely","never/rarely",0,"Scorpaena porcus"
"commercial","low","never/rarely","never/rarely",0,"Scorpaena scrofa"
NA,"low","never/rarely","never/rarely",0,"Scorpaena sumptuosa"
"commercial","very high","never/rarely","never/rarely",1,"Scorpaenichthys marmoratus"
NA,"high","never/rarely","never/rarely",0,"Scorpaenodes evides"
NA,"high","never/rarely","never/rarely",0,"Scorpaenodes parvipinnis"
NA,"high","never/rarely","never/rarely",0,"Scorpaenodes scaber"
"commercial","high","never/rarely","never/rarely",0,"Scorpaenopsis cirrosa"
NA,"high","never/rarely","never/rarely",0,"Scorpaenopsis diabolus"
"of no interest",NA,"never/rarely","never/rarely",0,"Scorpaenopsis neglecta"
NA,"high","never/rarely","never/rarely",0,"Scorpaenopsis oxycephala"
NA,"high","never/rarely","never/rarely",0,"Scorpaenopsis papuensis"
NA,"high","never/rarely","never/rarely",0,"Scorpaenopsis possi"
NA,"unknown","never/rarely","never/rarely",0,"Scorpis aequipinnis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Scorpis georgiana"
NA,"unknown","never/rarely","never/rarely",0,"Scorpis lineolata"
"commercial","unknown","never/rarely","never/rarely",1,"Scorpis violacea"
NA,"high","never/rarely","never/rarely",0,"Sebastapistes cyanostigma"
NA,"high","never/rarely","never/rarely",0,"Sebastapistes strongia"
NA,"medium","never/rarely","never/rarely",0,"Sebastes atrovirens"
"minor commercial","medium","never/rarely","occasionally",1,"Sebastes auriculatus"
NA,"medium","never/rarely","never/rarely",0,"Sebastes carnatus"
"minor commercial","medium","never/rarely","never/rarely",1,"Sebastes caurinus"
NA,"medium","never/rarely","never/rarely",0,"Sebastes chrysomelas"
"commercial","low","never/rarely","never/rarely",1,"Sebastes flavidus"
"commercial","medium","commercial","never/rarely",1,"Sebastes inermis"
"commercial","medium","never/rarely","never/rarely",1,"Sebastes maliger"
NA,"medium","never/rarely","never/rarely",1,"Sebastes mystinus"
"commercial","medium","never/rarely","never/rarely",0,"Sebastes oculatus"
"minor commercial","low","never/rarely","never/rarely",1,"Sebastes paucispinis"
"commercial","low","never/rarely","never/rarely",1,"Sebastes pinniger"
NA,"medium",NA,NA,0,"Sebastes rastrelliger"
"commercial","medium","never/rarely","never/rarely",0,"Sebastes rosaceus"
NA,"medium","never/rarely","never/rarely",1,"Sebastes serranoides"
NA,"medium","never/rarely","never/rarely",0,"Sebastes serriceps"
NA,"unknown","never/rarely","never/rarely",0,"Sebastiscus albofasciatus"
"commercial","unknown","commercial","never/rarely",1,"Sebastiscus marmoratus"
"commercial","medium","never/rarely","never/rarely",0,"Selar boops"
"highly commercial","very high","never/rarely","usually",1,"Selar crumenophthalmus"
"commercial","medium","never/rarely","never/rarely",0,"Selaroides leptolepis"
"of potential interest","very high","never/rarely","never/rarely",0,"Semicossyphus darwini"
"commercial","very high","never/rarely","never/rarely",1,"Semicossyphus pulcher"
"minor commercial","high","commercial","never/rarely",1,"Seriola dumerili"
"minor commercial","very high","never/rarely","never/rarely",1,"Seriola hippos"
"minor commercial","low","experimental","never/rarely",1,"Seriola lalandi"
"commercial","very high","never/rarely","never/rarely",1,"Seriola rivoliana"
"commercial","high","never/rarely","never/rarely",1,"Seriolella brama"
"of no interest",NA,"never/rarely","never/rarely",0,"Serranocirrhitus latus"
"commercial","medium","never/rarely","never/rarely",0,"Serranus atricauda"
NA,"medium","never/rarely",NA,0,"Serranus baldwini"
"minor commercial","medium","never/rarely","never/rarely",1,"Serranus cabrilla"
NA,"medium","never/rarely","never/rarely",0,"Serranus flaviventris"
"of no interest",NA,"never/rarely","never/rarely",0,"Serranus psittacinus"
"minor commercial","medium","never/rarely","never/rarely",1,"Serranus scriba"
NA,"medium","never/rarely","never/rarely",0,"Serranus socorroensis"
NA,"medium","never/rarely","never/rarely",0,"Serranus tabacarius"
NA,NA,"never/rarely","never/rarely",0,"Serranus tico"
NA,"medium","never/rarely","never/rarely",0,"Serranus tigrinus"
NA,"medium","never/rarely","never/rarely",0,"Serranus tortugarum"
"commercial","high","never/rarely","never/rarely",0,"Siganus argenteus"
"commercial","high","commercial","never/rarely",0,"Siganus canaliculatus"
"commercial","high","never/rarely","never/rarely",0,"Siganus corallinus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus doliatus"
"commercial","high","commercial","never/rarely",0,"Siganus fuscescens"
"commercial","high","commercial","never/rarely",0,"Siganus guttatus"
"commercial","high","never/rarely","never/rarely",0,"Siganus javus"
"commercial","high","never/rarely","never/rarely",0,"Siganus lineatus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus luridus"
"commercial","high","never/rarely","never/rarely",0,"Siganus niger"
NA,"high",NA,NA,0,"Siganus puelloides"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus puellus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus punctatissimus"
"commercial","high",NA,"never/rarely",0,"Siganus punctatus"
"minor commercial","high","commercial","never/rarely",0,"Siganus rivulatus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus spinus"
"commercial","high","never/rarely","never/rarely",0,"Siganus stellatus"
NA,"high",NA,NA,0,"Siganus trispilos"
"commercial","high","likely future use","never/rarely",0,"Siganus vermiculatus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus virgatus"
"minor commercial","high","never/rarely","never/rarely",0,"Siganus vulpinus"
"of no interest",NA,"never/rarely","never/rarely",0,"Signigobius biocellatus"
"commercial","very high","experimental","never/rarely",1,"Sillaginodes punctatus"
"highly commercial","very high","experimental","never/rarely",1,"Sillago ciliata"
"minor commercial","very high","likely future use","never/rarely",1,"Sillago schomburgkii"
NA,"high","never/rarely","never/rarely",0,"Siphamia cephalotes"
NA,"high","never/rarely","never/rarely",0,"Siphamia roseigaster"
NA,"high","never/rarely","never/rarely",0,"Siphamia tubifer"
"of no interest","unknown","never/rarely","never/rarely",0,"Siphonognathus argyrophanes"
"of no interest","unknown","never/rarely","never/rarely",0,"Siphonognathus attenuatus"
"of no interest","unknown","never/rarely","never/rarely",0,"Siphonognathus beddomei"
"of no interest","unknown","never/rarely","never/rarely",0,"Siphonognathus caninis"
"of no interest","unknown","never/rarely","never/rarely",0,"Siphonognathus radiatus"
NA,"high","never/rarely","never/rarely",0,"Sparisoma amplum"
NA,"high","never/rarely","never/rarely",0,"Sparisoma atomarium"
"minor commercial","high","never/rarely","never/rarely",0,"Sparisoma aurofrenatum"
NA,"high","never/rarely","never/rarely",0,"Sparisoma axillare"
"minor commercial","high","never/rarely","never/rarely",0,"Sparisoma chrysopterum"
"commercial","very high","never/rarely","never/rarely",0,"Sparisoma cretense"
NA,"high","never/rarely","never/rarely",0,"Sparisoma frondosum"
"of potential interest","high","never/rarely","never/rarely",0,"Sparisoma radians"
"minor commercial","high","never/rarely","never/rarely",0,"Sparisoma rubripinne"
"minor commercial","high","never/rarely","never/rarely",0,"Sparisoma viride"
"commercial","very high","never/rarely","never/rarely",1,"Sparodon durbanensis"
NA,"high","never/rarely","never/rarely",0,"Sphaeramia nematoptera"
NA,"very high","never/rarely","never/rarely",0,"Sphoeroides annulatus"
NA,"very high","never/rarely","never/rarely",0,"Sphoeroides lobatus"
"commercial","very high","never/rarely","never/rarely",0,"Sphoeroides marmoratus"
"of no interest",NA,"never/rarely","never/rarely",0,"Sphoeroides spengleri"
"minor commercial","medium","never/rarely","never/rarely",1,"Sphyraena barracuda"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena ensis"
"commercial","medium","never/rarely","never/rarely",0,"Sphyraena flavicauda"
NA,"medium","never/rarely","never/rarely",0,"Sphyraena helleri"
NA,"medium","never/rarely","never/rarely",0,"Sphyraena idiastes"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena jello"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena novaehollandiae"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena obtusata"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena putnamae"
"commercial","medium","never/rarely","never/rarely",1,"Sphyraena qenie"
NA,"medium",NA,NA,0,"Sphyraena viridensis"
"minor commercial","high","never/rarely","never/rarely",1,"Spicara maena"
"commercial","very high","never/rarely","never/rarely",1,"Spondyliosoma cantharus"
"commercial","very high","never/rarely","usually",0,"Spondyliosoma emarginatum"
"minor commercial","low","never/rarely","usually",0,"Spratelloides gracilis"
"minor commercial","low",NA,"usually",0,"Spratelloides robustus"
NA,"unknown","never/rarely","never/rarely",0,"Springeratus polyporatus"
NA,"unknown","never/rarely","never/rarely",0,"Squamicreedia obtusa"
NA,"unknown","never/rarely","never/rarely",0,"Stanulus talboti"
NA,"unknown","never/rarely","never/rarely",0,"Starksia galapagensis"
NA,"unknown","never/rarely","never/rarely",0,"Stegastes acapulcoensis"
