"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Hoplopagrus guentherii",1363.2988,"Hoplopagrus_guentherii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Hoplopagrus",-0.0162774765731595
"Hyperlophus vittatus",1334.2523,"Hyperlophus_vittatus_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Hyperlophus",-0.0189906512857365
"Hypoatherina barnesi",1159.8907,"Hypoatherina_barnesi_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Hypoatherina",-0.0366337692558844
"Hypoplectrodes annulatus",1429.94,"Hypoplectrodes_annulatus_A_1",NA,"Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes",-0.0102649915073675
"Hypoplectrodes huntii",1399.0332,"Hypoplectrodes_huntii_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes",-0.0130178211419548
"Hypoplectrodes maccullochi",1394.6465,"Hypoplectrodes_maccullochi_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes",-0.0134134596232916
"Hypoplectrodes nigroruber",1422.7932,"Hypoplectrodes_nigroruber_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrodes",-0.0108962223742083
"Hypoplectrus aberrans",1444.3691,"Hypoplectrus_aberrans_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.00900012041206383
"Hypoplectrus castroaguirrei",1402.7039,"Hypoplectrus_castroaguirrei_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.0126877111987069
"Hypoplectrus chlorurus",1243.5764,"Hypoplectrus_chlorurus_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.0278571852249053
"Hypoplectrus gemma",1640.0754,"Hypoplectrus_gemma_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",0.00700830109522715
"Hypoplectrus guttavarius",1518.1299,"Hypoplectrus_guttavarius_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.00272540520483414
"Hypoplectrus indigo",1543.2405,"Hypoplectrus_indigo_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.000658655911316342
"Hypoplectrus maya",1673.9512,"Hypoplectrus_maya_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",0.00958394336426631
"Hypoplectrus nigricans",1348.6116,"Hypoplectrus_nigricans_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.0176420746818251
"Hypoplectrus providencianus",1421.3805,"Hypoplectrus_providencianus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.0110213723331011
"Hypoplectrus puella",1601.457,"Hypoplectrus_puella_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",0.00400636595471112
"Hypoplectrus unicolor",1439.956,"Hypoplectrus_unicolor_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hypoplectrus",-0.00938563138566822
"Hyporhamphus affinis",1417.6658,"Hyporhamphus_affinis_A_3","YES","Animalia","Chordata","Actinopteri","Beloniformes","Hemiramphidae","Hyporhamphus",-0.0113510491171517
"Hyporthodus flavolimbatus",1396.8091,"Hyporthodus_flavolimbatus_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus",-0.0132182584572283
"Hyporthodus niveatus",1467.6296,"Hyporthodus_niveatus_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus",-0.00698744401871103
"Hyporthodus octofasciatus",1441.6201,"Hyporthodus_octofasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Hyporthodus",-0.00924012360322267
"Hypsoblennius proteus",1369.4032,"Hypsoblennius_proteus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Hypsoblennius",-0.0157146322657239
"Hypsurus caryi",1276.2573,"Hypsurus_caryi_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Hypsurus",-0.0245891755989685
"Hypsypops rubicundus",1632.5394,"Hypsypops_rubicundus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Hypsypops",0.00642809322707985
"Iniistius celebicus",1332.8065,"Iniistius_celebicus_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Iniistius",-0.019127239277276
"Iniistius pavo",1519.1898,"Iniistius_pavo_J_5","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Iniistius",-0.00263748043311629
"Inimicus caledonicus",1333.9347,"Inimicus_caledonicus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Inimicus",-0.0190206429854099
"Inimicus filamentosus",1283.9229,"Inimicus_filamentosus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Synanceiidae","Inimicus",-0.0238347546083969
"Isocirrhitus sexfasciatus",1325.4392,"Isocirrhitus_sexfasciatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Isocirrhitus",-0.0198255539919224
"Istigobius campbelli",1458.2278,"Istigobius_campbelli_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.00779709191929392
"Istigobius decoratus",1397.9783,"Istigobius_decoratus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.0131128496492737
"Istigobius goldmanni",1297.9531,"Istigobius_goldmanni_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.0224655460568685
"Istigobius hoesei",1336.6866,"Istigobius_hoesei_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.0187610115107407
"Istigobius nigroocellatus",1365.408,"Istigobius_nigroocellatus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.0160827174446202
"Istigobius rigilius",1294.8616,"Istigobius_rigilius_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Istigobius",-0.0227659701943487
"Itycirrhitus wilhelmi",1423.8867,"Itycirrhitus_wilhelmi_M_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Cirrhitidae","Itycirrhitus",-0.0107994353760463
"Jenkinsia lamprotaenia",1190.3181,"Jenkinsia_lamprotaenia_A_1","YES","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Jenkinsia",-0.033371502210126
"Johnrandallia nigrirostris",1753.4598,"Johnrandallia_nigrirostris_A_2","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Chaetodontidae","Johnrandallia",0.0154299955629335
"Jordania zonope",1523.3152,"Jordania_zonope_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Jordania",-0.00229583794475537
"Karalepis stewarti",1438.6104,"Karalepis_stewarti_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Karalepis",-0.00950341275656329
"Koumansetta hectori",1572.0763,"Koumansetta_hectori_A_3","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Koumansetta",0.00167361522458329
"Koumansetta rainfordi",1564.0269,"Koumansetta_rainfordi_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Koumansetta",0.00102690315823549
"Kuhlia mugil",1255.9805,"Kuhlia_mugil_A_3","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kuhliidae","Kuhlia",-0.0266068034267585
"Kyphosus analogus",1312.7297,"Kyphosus_analogus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0210394069347778
"Kyphosus azureus",1303.961,"Kyphosus_azureus_J_1","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0218837545738996
"Kyphosus bigibbus",1365.1187,"Kyphosus_bigibbus_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0161094129934768
"Kyphosus cinerascens",1380.67507402792,"Kyphosus_cinerascens_69","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0146818938074126
"Kyphosus cornelii",1210.3396,"Kyphosus_cornelii_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0312700801482051
"Kyphosus elegans",1515.1533,"Kyphosus_elegans_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.00297265987519914
"Kyphosus incisor",1277.9211,"Kyphosus_incisor_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0244250460408964
"Kyphosus ocyurus",1385.769,"Kyphosus_ocyurus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0142179471269726
"Kyphosus sectatrix",1367.9722,"Kyphosus_sectatrix_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0158463493655847
"Kyphosus sydneyanus",1259.4878,"Kyphosus_sydneyanus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",-0.0262554928747036
"Kyphosus vaigiensis",1595.033,"Kyphosus_vaigiensis_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Kyphosus",0.00349999403604594
"Labracinus cyclophthalmus",1662.2322,"Labracinus_cyclophthalmus_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Labracinus",0.00869887000219069
"Labracinus lineatus",1416.8057,"Labracinus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Labracinus",-0.0114275054938913
"Labracoglossa nitida",1442.1716,"Labracoglossa_nitida_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Labracoglossa",-0.009191937868968
"Labrichthys unilineatus",1587.562,"Labrichthys_unilineatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrichthys",0.00290852092683156
"Labrisomus cricota",1357.3588,"Labrisomus_cricota_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",-0.0168275872743019
"Labrisomus jenkinsi",1430.5754,"Labrisomus_jenkinsi_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",-0.0102090235091392
"Labrisomus multiporosus",1377.3937,"Labrisomus_multiporosus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",-0.0149816634820163
"Labrisomus nuchipinnis",1440.5532,"Labrisomus_nuchipinnis_M_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",-0.00933339328412764
"Labrisomus socorroensis",1302.5531,"Labrisomus_socorroensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Labrisomus",-0.0220198515949187
"Labroides bicolor",1395.388,"Labroides_bicolor_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides",-0.0133464960780087
"Labroides dimidiatus",1589.454,"Labroides_dimidiatus_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides",0.00305857183490023
"Labroides pectoralis",1412.858,"Labroides_pectoralis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides",-0.0117790225856312
"Labroides phthirophagus",1548.288,"Labroides_phthirophagus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides",-0.000247278628193025
"Labroides rubrolabiatus",1509.064,"Labroides_rubrolabiatus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labroides",-0.00347999135489821
"Labropsis alleni",1341.354,"Labropsis_alleni_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis",-0.0183218794443205
"Labropsis australis",1482.897,"Labropsis_australis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis",-0.00568365814106972
"Labropsis manabei",1447.627,"Labropsis_manabei_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis",-0.00871627813836932
"Labropsis micronesica",1527.5764,"Labropsis_micronesica_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis",-0.00194391930510796
"Labropsis xanthonota",1505.0315,"Labropsis_xanthonota_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labropsis",-0.00381708803330502
"Labrus bergylta",1468.6587,"Labrus_bergylta_A_6","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus",-0.00689913689325757
"Labrus merula",1441.9674,"Labrus_merula_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus",-0.00920977711100397
"Labrus mixtus",1567.6466,"Labrus_mixtus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus",0.0013181311667709
"Labrus viridis",1421.3103,"Labrus_viridis_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Labrus",-0.0110275945383784
"Lachnolaimus maximus",1727.8342,"Lachnolaimus_maximus_J_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Lachnolaimus",0.0135752769434816
"Lactophrys bicaudalis",1801.585,"Lactophrys_bicaudalis_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactophrys",0.0188410672522379
"Lactophrys triqueter",1727.6631,"Lactophrys_triqueter_J_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactophrys",0.0135628009166948
"Lactoria diaphana",1442.1666,"Lactoria_diaphana_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactoria",-0.00919237464688129
"Lactoria fornasini",1750.1792,"Lactoria_fornasini_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Lactoria",0.0151940722260932
"Larabicus quadrilineatus",1622.6812,"Larabicus_quadrilineatus_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Larabicus",0.00566503905042776
"Latridopsis ciliaris",1190.2876,"Latridopsis_ciliaris_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Latridopsis",-0.0333747303267539
"Latridopsis forsteri",1213.2971,"Latridopsis_forsteri_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Latridopsis",-0.0309626161323602
"Latropiscis purpurissatus",1513.8617,"Latropiscis_purpurissatus_F_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Aulopidae","Latropiscis",-0.00308009925316625
"Leiocottus hirundo",1452.4552,"Leiocottus_hirundo_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Leiocottus",-0.00829679723766546
"Lepidonectes bimaculatus",1441.4833,"Lepidonectes_bimaculatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes",-0.00925207896509271
"Lepidonectes clarkhubbsi",1377.4294,"Lepidonectes_clarkhubbsi_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes",-0.0149783982702958
"Lepidonectes corallicola",1382.8268,"Lepidonectes_corallicola_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Lepidonectes",-0.0144857095599545
"Lepidozygus tapeinosoma",1270.7053,"Lepidozygus_tapeinosoma_A_2","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Lepidozygus",-0.0251384184643559
"Leptatherina presbyteroides",1129.9993,"Leptatherina_presbyteroides_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Leptatherina",-0.039922990993182
"Leptocottus armatus",1202.6685,"Leptocottus_armatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Leptocottus",-0.0320710887394332
"Leptojulis cyanopleura",1448.8291,"Leptojulis_cyanopleura_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Leptojulis",-0.00861170731726337
"Leptoscarus vaigiensis",1423.0588,"Leptoscarus_vaigiensis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Leptoscarus",-0.0108727069613545
"Lesueurigobius friesii",1415.3774,"Lesueurigobius_friesii_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius",-0.0115545731422943
"Lethrinus amboinensis",1225.5707,"Lethrinus_amboinensis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.029694601636022
"Lethrinus atkinsoni",1356.8182,"Lethrinus_atkinsoni_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0168777723666629
"Lethrinus borbonicus",1329.5593,"Lethrinus_borbonicus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0194345504673564
"Lethrinus erythracanthus",1516.6145,"Lethrinus_erythracanthus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.00285122299322168
"Lethrinus erythropterus",1317.7307,"Lethrinus_erythropterus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0205603772175439
"Lethrinus genivittatus",1268.9729,"Lethrinus_genivittatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0253102909658642
"Lethrinus harak",1306.7319,"Lethrinus_harak_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.021616329530919
"Lethrinus laticaudis",1236.7789,"Lethrinus_laticaudis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0285477004425993
"Lethrinus lentjan",1323.6185,"Lethrinus_lentjan_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0199987284707512
"Lethrinus microdon",1262.7653,"Lethrinus_microdon_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0259280834875326
"Lethrinus miniatus",1480.8706,"Lethrinus_miniatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.00585593143000025
"Lethrinus nebulosus",1351.0537,"Lethrinus_nebulosus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0174141504581165
"Lethrinus obsoletus",1366.4641,"Lethrinus_obsoletus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0159853123779243
"Lethrinus olivaceus",1272.9038,"Lethrinus_olivaceus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0249206409409372
"Lethrinus ornatus",1374.611,"Lethrinus_ornatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0152364369574056
"Lethrinus rubrioperculatus",1198.9828,"Lethrinus_rubrioperculatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0324577647404832
"Lethrinus semicinctus",1339.0981,"Lethrinus_semicinctus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0185339345544767
"Lethrinus variegatus",1303.4965,"Lethrinus_variegatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0219286399978083
"Lethrinus xanthochilus",1207.1523,"Lethrinus_xanthochilus_A_1",NA,"Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus",-0.0316022766183187
"Leviprora inops",1270.2183,"Leviprora_inops_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Platycephalidae","Leviprora",-0.0251867103547408
"Limnichthys fasciatus",1302.9308,"Limnichthys_fasciatus_A_2","YES","Animalia","Chordata","Actinopteri","Acropomatiformes","Creediidae","Limnichthys",-0.0219833261562414
"Liparis montagui",1373.2683,"Liparis_montagui_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Liparidae","Liparis",-0.0153595540121491
"Lipophrys pholis",1403.3503,"Lipophrys_pholis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Lipophrys",-0.0126296692283943
"Lithognathus lithognathus",1135.3191,"Lithognathus_lithognathus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Lithognathus",-0.0393312880935371
"Lithognathus mormyrus",1167.3372,"Lithognathus_mormyrus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Lithognathus",-0.0358275528939568
"Liza luciae",1210.6265,"Liza_luciae_A_1","YES","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Liza",-0.0312402209123885
"Lotella rhacina",1407.9292,"Lotella_rhacina_A_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Moridae","Lotella",-0.0122192815018319
"Lotilia graciliosa",1563.2234,"Lotilia_graciliosa_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lotilia",0.00096216503657947
"Lucayablennius zingaro",1406.4331,"Lucayablennius_zingaro_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Lucayablennius",-0.0123532237258844
"Lutjanus adetii",1393.3694,"Lutjanus_adetii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0135288757606587
"Lutjanus alexandrei",1413.0015,"Lutjanus_alexandrei_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0117662276477173
"Lutjanus analis",1253.097,"Lutjanus_analis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0268963663268463
"Lutjanus apodus",1279.3514,"Lutjanus_apodus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0242841213723204
"Lutjanus aratus",1314.064,"Lutjanus_aratus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0209114203636869
"Lutjanus argentimaculatus",1314.644,"Lutjanus_argentimaculatus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0208558270577983
"Lutjanus argentiventris",1487.494,"Lutjanus_argentiventris_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0052937178812372
"Lutjanus biguttatus",1521.4805,"Lutjanus_biguttatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.00244766312400017
"Lutjanus bohar",1298.369,"Lutjanus_bohar_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0224251845659243
"Lutjanus boutton",1383.2051,"Lutjanus_boutton_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0144512495017866
"Lutjanus campechanus",1311.7465,"Lutjanus_campechanus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0211337991325525
"Lutjanus carponotatus",1426.0303,"Lutjanus_carponotatus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0106099182486572
"Lutjanus cyanopterus",1320.4766,"Lutjanus_cyanopterus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0202981288443537
"Lutjanus decussatus",1382.7709,"Lutjanus_decussatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0144908023954619
"Lutjanus ehrenbergii",1373.3657,"Lutjanus_ehrenbergii_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0153506190027873
"Lutjanus erythropterus",1315.9668,"Lutjanus_erythropterus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0207291276833426
"Lutjanus fulviflamma",1445.1396,"Lutjanus_fulviflamma_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.00893293337432892
"Lutjanus fulvus",1359.3312,"Lutjanus_fulvus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0166446543686491
"Lutjanus gibbus",1350.8519,"Lutjanus_gibbus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0174329690809393
"Lutjanus griseus",1249.4421,"Lutjanus_griseus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.027264352738948
"Lutjanus guttatus",1396.0505,"Lutjanus_guttatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0132866969744875
"Lutjanus inermis",1348.265,"Lutjanus_inermis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0176744567313255
"Lutjanus jocu",1248.7681,"Lutjanus_jocu_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.027332330644021
"Lutjanus johnii",1284.77,"Lutjanus_johnii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0237516625803952
"Lutjanus jordani",1318.7922,"Lutjanus_jordani_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0204589334615506
"Lutjanus kasmira",1672.9222,"Lutjanus_kasmira_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",0.00950647703986815
"Lutjanus lemniscatus",1231.0204,"Lutjanus_lemniscatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0291356460760899
"Lutjanus lutjanus",1448.0084,"Lutjanus_lutjanus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.00868309070546038
