"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Anisotremus caesius",1278.0325,"Anisotremus_caesius_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.0244140643536202
"Anisotremus davidsonii",1181.9349,"Anisotremus_davidsonii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.0342619069788769
"Anisotremus interruptus",1287.9479,"Anisotremus_interruptus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.0234404299477727
"Anisotremus scapularis",1330.359,"Anisotremus_scapularis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.0193587981961611
"Anisotremus surinamensis",1311.5085,"Anisotremus_surinamensis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.0211566589782994
"Anisotremus taeniatus",1530.6821,"Anisotremus_taeniatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",-0.00168804757451875
"Anisotremus virginicus",1660.9802,"Anisotremus_virginicus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Anisotremus",0.00860394445782634
"Anoplocapros amygdaloides",1654.1633,"Anoplocapros_amygdaloides_F_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Anoplocapros",0.00808583436815992
"Anoplocapros inermis",1810.0027,"Anoplocapros_inermis_J_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Anoplocapros",0.019428330620296
"Anoplocapros lenticularis",1706.7864,"Anoplocapros_lenticularis_F_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Anoplocapros",0.0120311954379834
"Anyperodon leucogrammicus",1682.9514,"Anyperodon_leucogrammicus_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Anyperodon",0.010259483733834
"Aphareus furca",1235.55,"Aphareus_furca_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Aphareus",-0.0286729416313288
"Aphareus rutilans",1323.7504,"Aphareus_rutilans_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Aphareus",-0.0199861749027384
"Aploactisoma milesii",1316.3699,"Aploactisoma_milesii_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Aploactinidae","Aploactisoma",-0.0206905435980085
"Aplodactylus arctidens",1283.1444,"Aplodactylus_arctidens_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus",-0.0239111660199041
"Aplodactylus etheridgii",1581.3145,"Aplodactylus_etheridgii_A_2","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus",0.00241177037269289
"Aplodactylus lophodon",1321.6139,"Aplodactylus_lophodon_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus",-0.020189670187193
"Aplodactylus westralis",1318.6613,"Aplodactylus_westralis_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus",-0.0204714386914993
"Apogon atradorsatus",1289.0033,"Apogon_atradorsatus_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0233372375351316
"Apogon atricaudus",1381.7433,"Apogon_atricaudus_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0145844598040649
"Apogon binotatus",1338.3337,"Apogon_binotatus_A_2","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0186058693675781
"Apogon dovii",1332.575,"Apogon_dovii_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0191491233658578
"Apogon imberbis",1402.5764,"Apogon_imberbis_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0126991629199989
"Apogon lachneri",1403.3408,"Apogon_lachneri_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0126305220650028
"Apogon maculatus",1471.7048,"Apogon_maculatus_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.00663811307660133
"Apogon pacificus",1433.2057,"Apogon_pacificus_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.00997760268539195
"Apogon retrosella",1254.2197,"Apogon_retrosella_A_1","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0267835449475247
"Apogon townsendi",1412.863,"Apogon_townsendi_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon",-0.0117785767471282
"Apogonichthyoides timorensis",1356.2324,"Apogonichthyoides_timorensis_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogonichthyoides",-0.0169321760528726
"Apolemichthys trimaculatus",1721.1812,"Apolemichthys_trimaculatus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Apolemichthys",0.0130892506383056
"Aprion virescens",1192.8422,"Aprion_virescens_A_1",NA,"Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Aprion",-0.0331046380141411
"Aracana aurita",1985.3121,"Aracana_aurita_M_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Aracana",0.0310750444187183
"Aracana ornata",1912.028,"Aracana_ornata_M_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Aracanidae","Aracana",0.0263366687179292
"Archamia bleekeri",1267.3857,"Archamia_bleekeri_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Archamia",-0.0254679641733359
"Arcos poecilophthalmos",1404.7362,"Arcos_poecilophthalmos_A_1","NO","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Arcos",-0.0125053156477129
"Arenigobius frenatus",1259.5559,"Arenigobius_frenatus_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Arenigobius",-0.0262486812885029
"Argyrosomus hololepidotus",1193.0015,"Argyrosomus_hololepidotus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",-0.0330878147356584
"Argyrosomus japonicus",1282.3218,"Argyrosomus_japonicus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Argyrosomus",-0.023991956328956
"Arothron caeruleopunctatus",1481.0411,"Arothron_caeruleopunctatus_A_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.00584142738551354
"Arothron diadematus",1448.42,"Arothron_diadematus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.00864728523219538
"Arothron hispidus",1590.9263,"Arothron_hispidus_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",0.00317521361396478
"Arothron inconditus",1508.8948,"Arothron_inconditus_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.00349411750768143
"Arothron manilensis",1421.7654,"Arothron_manilensis_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.0109872620272397
"Arothron mappa",1626.3552,"Arothron_mappa_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",0.00594995817860581
"Arothron meleagris",1483.233,"Arothron_meleagris_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.0056551160396878
"Arothron nigropunctatus",1548.8842,"Arothron_nigropunctatus_A_7","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Arothron",-0.000198776201129469
"Arothron stellatus",1627.2023,"Arothron_stellatus_J_2","NO",NA,NA,NA,NA,NA,NA,0.00601555957014723
"Arripis georgianus",1172.4537,"Arripis_georgianus_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis",-0.0352765758943137
"Arripis trutta",1209.6833,"Arripis_trutta_A_2","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis",-0.0313384114643597
"Arripis truttacea",1193.5466,"Arripis_truttacea_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis",-0.0330302650647701
"Arripis xylabion",1323.1104,"Arripis_xylabion_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Arripidae","Arripis",-0.0200470985264331
"Artedius harringtoni",1519.0605,"Artedius_harringtoni_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Artedius",-0.00264820332241177
"Aspasmogaster tasmaniensis",1287.8165,"Aspasmogaster_tasmaniensis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Aspasmogaster",-0.0234532835861025
"Aspidontus dussumieri",1356.3611,"Aspidontus_dussumieri_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Aspidontus",-0.0169202215732217
"Aspidontus taeniatus",1523.808,"Aspidontus_taeniatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Aspidontus",-0.00225508889030186
"Assessor flavissimus",1551.2413,"Assessor_flavissimus_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor",-7.20260011364739e-06
"Assessor macneilli",1625.3274,"Assessor_macneilli_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor",0.00587031706439435
"Assessor randalli",1622.0111,"Assessor_randalli_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Assessor",0.00561300316454852
"Assiculus punctatus",1581.9586,"Assiculus_punctatus_F_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Assiculus",0.00246307463691607
"Asterropteryx semipunctata",1411.9644,"Asterropteryx_semipunctata_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Asterropteryx",-0.011858728192503
"Asterropteryx striata",1246.0698,"Asterropteryx_striata_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Asterropteryx",-0.0276048421955436
"Atherina boyeri",1326.427,"Atherina_boyeri_A_2","NO","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina",-0.0197316996690876
"Atherina hepsetus",1307.5529,"Atherina_hepsetus_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina",-0.0215372020900269
"Atherina presbyter",1151.1667,"Atherina_presbyter_A_1","NO","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina",-0.0375849079154382
"Atherinomorus vaigiensis",1158.4246,"Atherinomorus_vaigiensis_A_2","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherinomorus",-0.0367931104240875
"Atractoscion aequidens",1199.2463,"Atractoscion_aequidens_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Atractoscion",-0.0324300808705887
"Atrosalarias holomelas",1284.4121,"Atrosalarias_holomelas_A_4","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Atrosalarias",-0.0237867623010644
"Atule mate",1226.9922,"Atule_mate_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Atule",-0.0295485643999286
"Atypichthys latus",1567.704,"Atypichthys_latus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Atypichthys",0.00132274394555602
"Atypichthys strigatus",1565.426,"Atypichthys_strigatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Atypichthys",0.00113954953116995
"Aulacocephalus temminckii",1642.093,"Aulacocephalus_temminckii_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Aulacocephalus",0.00716318671954818
"Aulorhynchus flavidus",1355.2527,"Aulorhynchus_flavidus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus",-0.0170232140619044
"Austrolabrus maculatus",1408.3899,"Austrolabrus_maculatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Austrolabrus",-0.0121780648032548
"Axoclinus cocoensis",1331.5393,"Axoclinus_cocoensis_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus",-0.0192470764221124
"Axoclinus lucillae",1466.4539,"Axoclinus_lucillae_F_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus",-0.0070884067100508
"Axoclinus multicinctus",1400.9381,"Axoclinus_multicinctus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus",-0.0128464035003843
"Axoclinus rubinoffi",1477.7041,"Axoclinus_rubinoffi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Axoclinus",-0.00612560225619559
"Azurina eupalama",1339.9508,"Azurina_eupalama_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Azurina",-0.018453738595777
"Balistapus undulatus",2007.7928,"Balistapus_undulatus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistapus",0.0324935810192778
"Balistes capriscus",1709.5105,"Balistes_capriscus_A_3","NO",NA,NA,NA,NA,NA,NA,0.0122321067445618
"Balistes polylepis",1553.6353,"Balistes_polylepis_A_4","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes",0.000187072317947574
"Balistes punctatus",1738.427,"Balistes_punctatus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes",0.0143452715537813
"Balistes vetula",1785.4336,"Balistes_vetula_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistes",0.0177065363598268
"Balistoides conspicillum",1706.7241,"Balistoides_conspicillum_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistoides",0.0120265968589992
"Balistoides viridescens",1607.5735,"Balistoides_viridescens_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Balistoides",0.0044866149973355
"Bathygobius krefftii",1359.6163,"Bathygobius_krefftii_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bathygobius",-0.0166182343424701
"Bathygobius lineatus",1372.9199,"Bathygobius_lineatus_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Bathygobius",-0.015391519747428
"Bathystethus cultratus",1183.7335,"Bathystethus_cultratus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Bathystethus",-0.0340703413231005
"Batrachoides boulengeri",1271.5853,"Batrachoides_boulengeri_A_1","NO","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Batrachoides",-0.025051202829903
"Belone belone",1122.0869,"Belone_belone_A_1","YES","Animalia","Chordata","Actinopteri","Beloniformes","Belonidae","Belone",-0.0408082326828494
"Belonoperca chabanaudi",1562.605,"Belonoperca_chabanaudi_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Belonoperca",0.00091231778697044
"Blenniella chrysospilos",1324.5312,"Blenniella_chrysospilos_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Blenniella",-0.0199118879573791
"Bodianus albotaeniatus",1615.5721,"Bodianus_albotaeniatus_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.00511189104489622
"Bodianus anthioides",1610.002,"Bodianus_anthioides_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.00467678687324974
"Bodianus axillaris",1578.839,"Bodianus_axillaris_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.00221439557960364
"Bodianus bilunulatus",1550.6284,"Bodianus_bilunulatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-5.69881058439778e-05
"Bodianus diana",1474.7756,"Bodianus_diana_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.00637551896741187
"Bodianus dictynna",1529.6726,"Bodianus_dictynna_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.00177116104571883
"Bodianus diplotaenia",1560.547,"Bodianus_diplotaenia_F_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.000746286796560185
"Bodianus eclancheri",1625.4331,"Bodianus_eclancheri_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.0058785097607705
"Bodianus frenchii",1482.0952,"Bodianus_frenchii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.00575179456775737
"Bodianus loxozonus",1675.0034,"Bodianus_loxozonus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.0096631070303551
"Bodianus mesothorax",1547.391,"Bodianus_mesothorax_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.000320287120630916
"Bodianus perditio",1485.3657,"Bodianus_perditio_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.00547410077597075
"Bodianus rufus",1562.0542,"Bodianus_rufus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.000867902944508663
"Bodianus scrofa",1580.8108,"Bodianus_scrofa_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",0.00237163477579713
"Bodianus unimaculatus",1484.382,"Bodianus_unimaculatus_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bodianus",-0.00555756108322941
"Bolbometopon muricatum",1415.751,"Bolbometopon_muricatum_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Bolbometopon",-0.0115213237164422
"Boops boops",1152.6465,"Boops_boops_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Boops",-0.0374230653824141
"Boopsoidea inornata",1278.2781,"Boopsoidea_inornata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Boopsoidea",-0.0243898567617041
"Boreogadus saida",1260.3853,"Boreogadus_saida_J_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Boreogadus",-0.0261657515136721
"Bothragonus occidentalis",1277.2062,"Bothragonus_occidentalis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Agonidae","Bothragonus",-0.0244955428748156
"Bovichtus angustifrons",1311.2366,"Bovichtus_angustifrons_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Bovichtidae","Bovichtus",-0.0211827799886598
"Bovichtus argentinus",1345.0474,"Bovichtus_argentinus_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Bovichtidae","Bovichtus",-0.0179754677378135
"Brachaluteres jacksonianus",1705.931,"Brachaluteres_jacksonianus_A_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Brachaluteres",0.0119680407236738
